date,artist,weeks,current,peak,previous
2019/12/7,Post Malone,179,1,1,2
2019/12/7,Billie Eilish,66,2,1,3
2019/12/7,Jason Aldean,261,3,1,66
2019/12/7,Taylor Swift,279,4,1,4
2019/12/7,Lizzo,32,5,2,6
2019/12/7,Luke Combs,143,6,1,5
2019/12/7,DaBaby,33,7,2,7
2019/12/7,Trippie Redd,9,8,8,0
2019/12/7,Coldplay,130,9,4,0
2019/12/7,Khalid,143,10,1,9
2019/12/7,Lewis Capaldi,28,11,11,16
2019/12/7,The Beatles,106,12,3,40
2019/12/7,Ed Sheeran,277,13,1,10
2019/12/7,Drake,283,14,1,13
2019/12/7,Jonas Brothers,39,15,1,14
2019/12/7,Queen,83,16,1,30
2019/12/7,Maroon 5,283,17,1,20
2019/12/7,Lil Baby,81,18,8,15
2019/12/7,Selena Gomez,212,19,2,22
2019/12/7,YoungBoy Never Broke Again,70,20,2,11
2019/12/7,Halsey,207,21,1,18
2019/12/7,Ariana Grande,251,22,1,26
2019/12/7,Travis Scott,186,23,1,19
2019/12/7,BTS,164,24,1,17
2019/12/7,Lil Nas X,37,25,3,24
2019/12/7,Frank Sinatra,30,26,26,53
2019/12/7,Mariah Carey,38,27,8,32
2019/12/7,Pentatonix,64,28,1,29
2019/12/7,Dan + Shay,105,29,11,21
2019/12/7,Chris Brown,231,30,1,25
2019/12/7,Camila Cabello,150,31,1,31
2019/12/7,Shawn Mendes,251,32,1,35
2019/12/7,Justin Bieber,249,33,1,36
2019/12/7,Panic! At The Disco,167,34,1,45
2019/12/7,Kane Brown,128,35,2,28
2019/12/7,YNW Melly,22,36,35,0
2019/12/7,Old Dominion,145,37,10,27
2019/12/7,Michael Buble,45,38,3,62
2019/12/7,Bad Bunny,89,39,23,71
2019/12/7,Summer Walker,9,40,3,34
2019/12/7,Tones And I,5,41,41,47
2019/12/7,Andy Williams,24,42,22,0
2019/12/7,The Weeknd,229,43,1,0
2019/12/7,Bing Crosby,28,44,23,84
2019/12/7,Lady Antebellum,59,45,6,8
2019/12/7,Juice WRLD,80,46,1,41
2019/12/7,Elvis Presley,61,47,20,48
2019/12/7,Arizona Zervas,4,48,48,51
2019/12/7,Sam Smith,186,49,1,33
2019/12/7,SHAED,17,50,38,38
2019/12/7,Imagine Dragons,251,51,1,42
2019/12/7,Young Thug,104,52,8,39
2019/12/7,Vince Guaraldi Trio,21,53,50,83
2019/12/7,Lil Tecca,21,54,9,44
2019/12/7,Idina Menzel,15,55,15,0
2019/12/7,Dua Lipa,82,56,10,57
2019/12/7,Nat King Cole,18,57,35,0
2019/12/7,Mustard,18,58,57,58
2019/12/7,Lauren Daigle,91,59,3,49
2019/12/7,Burl Ives,25,60,43,80
2019/12/7,Beck,6,61,17,0
2019/12/7,EXO,43,62,9,87
2019/12/7,Blake Shelton,252,63,1,46
2019/12/7,Thomas Rhett,252,64,1,37
2019/12/7,Gene Autry,16,65,44,98
2019/12/7,NF,92,66,1,52
2019/12/7,Dean Martin,14,67,35,95
2019/12/7,Brenda Lee,15,68,60,0
2019/12/7,Wham!,11,69,24,72
2019/12/7,Maren Morris,141,70,10,54
2019/12/7,Trans-Siberian Orchestra,36,71,19,70
2019/12/7,XXXTENTACION,119,72,1,77
2019/12/7,Marshmello,111,73,4,59
2019/12/7,Gunna,39,74,10,61
2019/12/7,Kanye West,115,75,1,23
2019/12/7,twenty one pilots,241,76,1,74
2019/12/7,blackbear,25,77,33,64
2019/12/7,Leonard Cohen,6,78,8,0
2019/12/7,J Balvin,97,79,16,65
2019/12/7,Celine Dion,4,80,1,1
2019/12/7,Harry Styles,22,81,1,43
2019/12/7,Rod Wave,1,82,82,0
2019/12/7,Eagles,54,83,10,0
2019/12/7,Cardi B,124,84,1,69
2019/12/7,Morgan Wallen,40,85,34,79
2019/12/7,A Boogie Wit da Hoodie,72,86,11,55
2019/12/7,Sam Hunt,214,87,5,78
2019/12/7,Luke Bryan,278,88,1,75
2019/12/7,Lil Tjay,14,89,36,85
2019/12/7,John Legend,112,90,15,0
2019/12/7,Jon Pardi,85,91,14,82
2019/12/7,J. Cole,184,92,1,81
2019/12/7,Megan Thee Stallion,24,93,34,76
2019/12/7,Chris Stapleton,214,94,1,67
2019/12/7,Bruno Mars,271,95,1,88
2019/12/7,NLE Choppa,17,96,42,86
2019/12/7,Nirvana,13,97,59,0
2019/12/7,Dustin Lynch,54,98,11,94
2019/12/7,5 Seconds Of Summer,140,99,1,93
2019/12/7,The Beach Boys,3,100,88,0
2019/11/30,Celine Dion,3,1,1,0
2019/11/30,Post Malone,178,2,1,2
2019/11/30,Billie Eilish,65,3,1,3
2019/11/30,Taylor Swift,278,4,1,5
2019/11/30,Luke Combs,142,5,1,1
2019/11/30,Lizzo,31,6,2,4
2019/11/30,DaBaby,32,7,2,6
2019/11/30,Lady Antebellum,58,8,6,54
2019/11/30,Khalid,142,9,1,11
2019/11/30,Ed Sheeran,276,10,1,8
2019/11/30,YoungBoy Never Broke Again,69,11,2,7
2019/11/30,Tory Lanez,49,12,9,0
2019/11/30,Drake,282,13,1,12
2019/11/30,Jonas Brothers,38,14,1,10
2019/11/30,Lil Baby,80,15,8,15
2019/11/30,Lewis Capaldi,27,16,12,13
2019/11/30,BTS,163,17,1,9
2019/11/30,Halsey,206,18,1,19
2019/11/30,Travis Scott,185,19,1,17
2019/11/30,Maroon 5,282,20,1,16
2019/11/30,Dan + Shay,104,21,11,18
2019/11/30,Selena Gomez,211,22,2,21
2019/11/30,Kanye West,114,23,1,14
2019/11/30,Lil Nas X,36,24,3,20
2019/11/30,Chris Brown,230,25,1,26
2019/11/30,Ariana Grande,250,26,1,23
2019/11/30,Old Dominion,144,27,10,22
2019/11/30,Kane Brown,127,28,2,27
2019/11/30,Pentatonix,63,29,1,37
2019/11/30,Queen,82,30,1,30
2019/11/30,Camila Cabello,149,31,1,25
2019/11/30,Mariah Carey,37,32,8,34
2019/11/30,Sam Smith,185,33,1,31
2019/11/30,Summer Walker,8,34,3,29
2019/11/30,Shawn Mendes,250,35,1,24
2019/11/30,Justin Bieber,248,36,1,33
2019/11/30,Thomas Rhett,251,37,1,46
2019/11/30,SHAED,16,38,38,42
2019/11/30,Young Thug,103,39,8,36
2019/11/30,The Beatles,105,40,3,40
2019/11/30,Juice WRLD,79,41,1,38
2019/11/30,Imagine Dragons,250,42,1,28
2019/11/30,Harry Styles,21,43,1,0
2019/11/30,Lil Tecca,20,44,9,35
2019/11/30,Panic! At The Disco,166,45,1,41
2019/11/30,Blake Shelton,251,46,1,48
2019/11/30,Tones And I,4,47,47,49
2019/11/30,Elvis Presley,60,48,20,53
2019/11/30,Lauren Daigle,90,49,3,39
2019/11/30,Ninja Sex Party,4,50,32,0
2019/11/30,Arizona Zervas,3,51,51,71
2019/11/30,NF,91,52,1,51
2019/11/30,Frank Sinatra,29,53,26,89
2019/11/30,Maren Morris,140,54,10,44
2019/11/30,A Boogie Wit da Hoodie,71,55,11,78
2019/11/30,Miranda Lambert,77,56,2,32
2019/11/30,Dua Lipa,81,57,10,56
2019/11/30,Mustard,17,58,57,57
2019/11/30,Marshmello,110,59,4,66
2019/11/30,Lil Peep,4,60,14,0
2019/11/30,Gunna,38,61,10,43
2019/11/30,Michael Buble,44,62,3,79
2019/11/30,P!nk,179,63,1,47
2019/11/30,blackbear,24,64,33,77
2019/11/30,J Balvin,96,65,16,65
2019/11/30,Jason Aldean,260,66,1,58
2019/11/30,Chris Stapleton,213,67,1,63
2019/11/30,Kidz Bop Kids,68,68,9,0
2019/11/30,Cardi B,123,69,1,59
2019/11/30,Trans-Siberian Orchestra,35,70,19,45
2019/11/30,Bad Bunny,88,71,23,73
2019/11/30,Wham!,10,72,24,60
2019/11/30,Tool,16,73,1,64
2019/11/30,twenty one pilots,240,74,1,62
2019/11/30,Luke Bryan,277,75,1,80
2019/11/30,Megan Thee Stallion,23,76,34,81
2019/11/30,XXXTENTACION,118,77,1,69
2019/11/30,Sam Hunt,213,78,5,82
2019/11/30,Morgan Wallen,39,79,34,72
2019/11/30,Burl Ives,24,80,43,100
2019/11/30,J. Cole,183,81,1,74
2019/11/30,Jon Pardi,84,82,14,75
2019/11/30,Vince Guaraldi Trio,20,83,50,0
2019/11/30,Bing Crosby,27,84,23,0
2019/11/30,Lil Tjay,13,85,36,55
2019/11/30,NLE Choppa,16,86,42,67
2019/11/30,EXO,42,87,9,61
2019/11/30,Bruno Mars,270,88,1,68
2019/11/30,Doja Cat,2,89,52,52
2019/11/30,Jhene Aiko,9,90,9,0
2019/11/30,Wale,15,91,6,84
2019/11/30,Daddy Yankee,96,92,19,87
2019/11/30,5 Seconds Of Summer,139,93,1,86
2019/11/30,Dustin Lynch,53,94,11,94
2019/11/30,Dean Martin,13,95,35,0
2019/11/30,Tyga,45,96,27,96
2019/11/30,Pinkfong,12,97,59,0
2019/11/30,Gene Autry,15,98,44,0
2019/11/30,for KING & COUNTRY,11,99,13,70
2019/11/30,Normani,63,100,22,85
2019/11/23,Luke Combs,141,1,1,10
2019/11/23,Post Malone,177,2,1,1
2019/11/23,Billie Eilish,64,3,1,4
2019/11/23,Lizzo,30,4,2,5
2019/11/23,Taylor Swift,277,5,1,9
2019/11/23,DaBaby,31,6,2,7
2019/11/23,YoungBoy Never Broke Again,68,7,2,6
2019/11/23,Ed Sheeran,275,8,1,8
2019/11/23,BTS,162,9,1,21
2019/11/23,Jonas Brothers,37,10,1,13
2019/11/23,Khalid,141,11,1,11
2019/11/23,Drake,281,12,1,14
2019/11/23,Lewis Capaldi,26,13,12,12
2019/11/23,Kanye West,113,14,1,3
2019/11/23,Lil Baby,79,15,8,42
2019/11/23,Maroon 5,281,16,1,15
2019/11/23,Travis Scott,184,17,1,18
2019/11/23,Dan + Shay,103,18,11,27
2019/11/23,Halsey,205,19,1,20
2019/11/23,Lil Nas X,35,20,3,19
2019/11/23,Selena Gomez,210,21,2,16
2019/11/23,Old Dominion,143,22,10,33
2019/11/23,Ariana Grande,249,23,1,25
2019/11/23,Shawn Mendes,249,24,1,22
2019/11/23,Camila Cabello,148,25,1,24
2019/11/23,Chris Brown,229,26,1,29
2019/11/23,Kane Brown,126,27,2,17
2019/11/23,Imagine Dragons,249,28,1,30
2019/11/23,Summer Walker,7,29,3,23
2019/11/23,Queen,81,30,1,32
2019/11/23,Sam Smith,184,31,1,26
2019/11/23,Miranda Lambert,76,32,2,2
2019/11/23,Justin Bieber,247,33,1,31
2019/11/23,Mariah Carey,36,34,8,36
2019/11/23,Lil Tecca,19,35,9,35
2019/11/23,Young Thug,102,36,8,40
2019/11/23,Pentatonix,62,37,1,55
2019/11/23,Juice WRLD,78,38,1,38
2019/11/23,Lauren Daigle,89,39,3,39
2019/11/23,The Beatles,104,40,3,41
2019/11/23,Panic! At The Disco,165,41,1,43
2019/11/23,SHAED,15,42,39,44
2019/11/23,Gunna,37,43,10,46
2019/11/23,Maren Morris,139,44,10,66
2019/11/23,Trans-Siberian Orchestra,34,45,19,0
2019/11/23,Thomas Rhett,250,46,1,51
2019/11/23,P!nk,178,47,1,79
2019/11/23,Blake Shelton,250,48,1,62
2019/11/23,Tones And I,3,49,49,58
2019/11/23,SuperM,7,50,1,57
2019/11/23,NF,90,51,1,48
2019/11/23,Doja Cat,1,52,52,0
2019/11/23,Elvis Presley,59,53,20,70
2019/11/23,Lady Antebellum,57,54,6,0
2019/11/23,Lil Tjay,12,55,36,49
2019/11/23,Dua Lipa,80,56,10,45
2019/11/23,Mustard,16,57,57,68
2019/11/23,Jason Aldean,259,58,1,56
2019/11/23,Cardi B,122,59,1,54
2019/11/23,Wham!,9,60,24,0
2019/11/23,EXO,41,61,9,0
2019/11/23,twenty one pilots,239,62,1,53
2019/11/23,Chris Stapleton,212,63,1,88
2019/11/23,Tool,15,64,1,75
2019/11/23,J Balvin,95,65,16,72
2019/11/23,Marshmello,109,66,4,63
2019/11/23,NLE Choppa,15,67,42,50
2019/11/23,Bruno Mars,269,68,1,52
2019/11/23,XXXTENTACION,117,69,1,69
2019/11/23,for KING & COUNTRY,10,70,13,0
2019/11/23,Arizona Zervas,2,71,71,98
2019/11/23,Morgan Wallen,38,72,34,78
2019/11/23,Bad Bunny,87,73,23,74
2019/11/23,J. Cole,182,74,1,71
2019/11/23,Jon Pardi,83,75,14,76
2019/11/23,Nick Cave & The Bad Seeds,2,76,73,0
2019/11/23,blackbear,23,77,33,90
2019/11/23,A Boogie Wit da Hoodie,70,78,11,80
2019/11/23,Michael Buble,43,79,3,0
2019/11/23,Luke Bryan,276,80,1,67
2019/11/23,Megan Thee Stallion,22,81,34,73
2019/11/23,Sam Hunt,212,82,5,89
2019/11/23,21 Savage,94,83,5,64
2019/11/23,Wale,14,84,6,87
2019/11/23,Normani,62,85,22,60
2019/11/23,5 Seconds Of Summer,138,86,1,94
2019/11/23,Daddy Yankee,95,87,19,84
2019/11/23,Niall Horan,85,88,1,0
2019/11/23,Frank Sinatra,28,89,26,0
2019/11/23,Kelsea Ballerini,91,90,18,0
2019/11/23,Metallica,224,91,2,83
2019/11/23,Russell Dickerson,24,92,69,82
2019/11/23,Eminem,281,93,1,86
2019/11/23,Dustin Lynch,52,94,11,0
2019/11/23,Kenny Chesney,175,95,1,0
2019/11/23,Tyga,44,96,27,0
2019/11/23,YNW Melly,21,97,35,97
2019/11/23,Matt Stell,12,98,63,96
2019/11/23,Saweetie,17,99,44,0
2019/11/23,Burl Ives,23,100,43,0
2019/11/16,Post Malone,176,1,1,2
2019/11/16,Miranda Lambert,75,2,2,0
2019/11/16,Kanye West,112,3,1,1
2019/11/16,Billie Eilish,63,4,1,5
2019/11/16,Lizzo,29,5,2,4
2019/11/16,YoungBoy Never Broke Again,67,6,2,7
2019/11/16,DaBaby,30,7,2,8
2019/11/16,Ed Sheeran,274,8,1,11
2019/11/16,Taylor Swift,276,9,1,10
2019/11/16,Luke Combs,140,10,2,14
2019/11/16,Khalid,140,11,1,12
2019/11/16,Lewis Capaldi,25,12,12,15
2019/11/16,Jonas Brothers,36,13,1,16
2019/11/16,Drake,280,14,1,17
2019/11/16,Maroon 5,280,15,1,20
2019/11/16,Selena Gomez,209,16,2,6
2019/11/16,Kane Brown,125,17,2,35
2019/11/16,Travis Scott,183,18,1,19
2019/11/16,Lil Nas X,34,19,3,22
2019/11/16,Halsey,204,20,1,24
2019/11/16,BTS,161,21,1,9
2019/11/16,Shawn Mendes,248,22,1,23
2019/11/16,Summer Walker,6,23,3,18
2019/11/16,Camila Cabello,147,24,1,21
2019/11/16,Ariana Grande,248,25,1,28
2019/11/16,Sam Smith,183,26,1,30
2019/11/16,Dan + Shay,102,27,11,25
2019/11/16,Grateful Dead,22,28,24,0
2019/11/16,Chris Brown,228,29,1,26
2019/11/16,Imagine Dragons,248,30,1,33
2019/11/16,Justin Bieber,246,31,1,27
2019/11/16,Queen,80,32,1,29
2019/11/16,Old Dominion,142,33,10,13
2019/11/16,Hootie & The Blowfish,1,34,34,0
2019/11/16,Lil Tecca,18,35,9,31
2019/11/16,Mariah Carey,35,36,8,0
2019/11/16,Jeff Lynne's ELO,2,37,37,0
2019/11/16,Juice WRLD,77,38,1,32
2019/11/16,Lauren Daigle,88,39,3,36
2019/11/16,Young Thug,101,40,8,41
2019/11/16,The Beatles,103,41,3,38
2019/11/16,Lil Baby,78,42,8,37
2019/11/16,Panic! At The Disco,164,43,1,42
2019/11/16,SHAED,14,44,39,40
2019/11/16,Dua Lipa,79,45,10,0
2019/11/16,Gunna,36,46,10,43
2019/11/16,Bob Dylan,9,47,17,0
2019/11/16,NF,89,48,1,44
2019/11/16,Lil Tjay,11,49,36,48
2019/11/16,NLE Choppa,14,50,42,61
2019/11/16,Thomas Rhett,249,51,1,58
2019/11/16,Bruno Mars,268,52,1,60
2019/11/16,twenty one pilots,238,53,1,56
2019/11/16,Cardi B,121,54,1,46
2019/11/16,Pentatonix,61,55,1,80
2019/11/16,Jason Aldean,258,56,1,64
2019/11/16,SuperM,6,57,1,51
2019/11/16,Tones And I,2,58,58,77
2019/11/16,Nirvana,12,59,59,0
2019/11/16,Normani,61,60,22,57
2019/11/16,Cody Jinks,5,61,19,0
2019/11/16,Blake Shelton,249,62,1,55
2019/11/16,Marshmello,108,63,4,53
2019/11/16,21 Savage,93,64,5,0
2019/11/16,Michael Jackson,235,65,20,34
2019/11/16,Maren Morris,138,66,10,79
2019/11/16,Luke Bryan,275,67,1,49
2019/11/16,Mustard,15,68,68,69
2019/11/16,XXXTENTACION,116,69,1,52
2019/11/16,Elvis Presley,58,70,20,0
2019/11/16,J. Cole,181,71,1,67
2019/11/16,J Balvin,94,72,16,63
2019/11/16,Megan Thee Stallion,21,73,34,59
2019/11/16,Bad Bunny,86,74,23,54
2019/11/16,Tool,14,75,1,62
2019/11/16,Jon Pardi,82,76,14,76
2019/11/16,GOT7,6,77,45,0
2019/11/16,Morgan Wallen,37,78,34,74
2019/11/16,P!nk,177,79,1,70
2019/11/16,A Boogie Wit da Hoodie,69,80,11,73
2019/11/16,Counterparts,1,81,81,0
2019/11/16,Russell Dickerson,23,82,69,71
2019/11/16,Metallica,223,83,2,85
2019/11/16,Daddy Yankee,94,84,19,68
2019/11/16,Johnny Cash,2,85,85,0
2019/11/16,Eminem,280,86,1,82
2019/11/16,Wale,13,87,6,78
2019/11/16,Chris Stapleton,211,88,1,90
2019/11/16,Sam Hunt,211,89,5,89
2019/11/16,blackbear,22,90,33,88
2019/11/16,R.E.M.,1,91,91,0
2019/11/16,Garth Brooks,40,92,7,0
2019/11/16,Coldplay,129,93,4,87
2019/11/16,5 Seconds Of Summer,137,94,1,84
2019/11/16,Highly Suspect,2,95,95,0
2019/11/16,Matt Stell,11,96,63,83
2019/11/16,YNW Melly,20,97,35,99
2019/11/16,Arizona Zervas,1,98,98,0
2019/11/16,Chris Janson,23,99,39,75
2019/11/16,Lady Gaga,140,100,1,72
2019/11/9,Kanye West,111,1,1,0
2019/11/9,Post Malone,175,2,1,1
2019/11/9,Rex Orange County,1,3,3,0
2019/11/9,Lizzo,28,4,2,2
2019/11/9,Billie Eilish,62,5,1,3
2019/11/9,Selena Gomez,208,6,2,16
2019/11/9,YoungBoy Never Broke Again,66,7,2,4
2019/11/9,DaBaby,29,8,2,5
2019/11/9,BTS,160,9,1,9
2019/11/9,Taylor Swift,275,10,1,6
2019/11/9,Ed Sheeran,273,11,1,7
2019/11/9,Khalid,139,12,1,11
2019/11/9,Old Dominion,141,13,10,47
2019/11/9,Luke Combs,139,14,2,10
2019/11/9,Lewis Capaldi,24,15,12,12
2019/11/9,Jonas Brothers,35,16,1,15
2019/11/9,Drake,279,17,1,13
2019/11/9,Summer Walker,5,18,3,8
2019/11/9,Travis Scott,182,19,1,17
2019/11/9,Maroon 5,279,20,1,21
2019/11/9,Camila Cabello,146,21,1,18
2019/11/9,Lil Nas X,33,22,3,19
2019/11/9,Shawn Mendes,247,23,1,20
2019/11/9,Halsey,203,24,1,23
2019/11/9,Dan + Shay,101,25,11,24
2019/11/9,Chris Brown,227,26,1,26
2019/11/9,Justin Bieber,245,27,1,29
2019/11/9,Ariana Grande,247,28,1,33
2019/11/9,Queen,79,29,1,27
2019/11/9,Sam Smith,182,30,1,35
2019/11/9,Lil Tecca,17,31,9,30
2019/11/9,Juice WRLD,76,32,1,36
2019/11/9,Imagine Dragons,247,33,1,31
2019/11/9,Michael Jackson,234,34,20,58
2019/11/9,Kane Brown,124,35,2,34
2019/11/9,Lauren Daigle,87,36,3,38
2019/11/9,Lil Baby,77,37,8,37
2019/11/9,The Beatles,102,38,3,22
2019/11/9,Jackson Wang,1,39,39,0
2019/11/9,SHAED,13,40,39,45
2019/11/9,Young Thug,100,41,8,40
2019/11/9,Panic! At The Disco,163,42,1,41
2019/11/9,Gunna,35,43,10,54
2019/11/9,NF,88,44,1,43
2019/11/9,Neil Young,2,45,45,0
2019/11/9,Cardi B,120,46,1,39
2019/11/9,Van Morrison,5,47,27,0
2019/11/9,Lil Tjay,10,48,36,42
2019/11/9,Luke Bryan,274,49,1,91
2019/11/9,Walk Off The Earth,1,50,50,0
2019/11/9,SuperM,5,51,1,25
2019/11/9,XXXTENTACION,115,52,1,60
2019/11/9,Marshmello,107,53,4,44
2019/11/9,Bad Bunny,85,54,23,57
2019/11/9,Blake Shelton,248,55,1,48
2019/11/9,twenty one pilots,237,56,1,51
2019/11/9,Normani,60,57,22,53
2019/11/9,Thomas Rhett,248,58,1,50
2019/11/9,Megan Thee Stallion,20,59,34,49
2019/11/9,Bruno Mars,267,60,1,55
2019/11/9,NLE Choppa,13,61,42,56
2019/11/9,Tool,13,62,1,32
2019/11/9,J Balvin,93,63,16,63
2019/11/9,Jason Aldean,257,64,1,62
2019/11/9,Grace Potter,2,65,65,0
2019/11/9,"Harry Connick, Jr.",1,66,66,0
2019/11/9,J. Cole,180,67,1,68
2019/11/9,Daddy Yankee,93,68,19,71
2019/11/9,Mustard,14,69,69,72
2019/11/9,P!nk,176,70,1,65
2019/11/9,Russell Dickerson,22,71,69,86
2019/11/9,Lady Gaga,139,72,1,81
2019/11/9,A Boogie Wit da Hoodie,68,73,11,67
2019/11/9,Morgan Wallen,36,74,34,78
2019/11/9,Chris Janson,22,75,39,46
2019/11/9,Jon Pardi,81,76,14,73
2019/11/9,Tones And I,1,77,77,0
2019/11/9,Wale,12,78,6,59
2019/11/9,Maren Morris,137,79,10,77
2019/11/9,Pentatonix,60,80,1,0
2019/11/9,Bad Wolves,17,81,27,0
2019/11/9,Eminem,279,82,1,74
2019/11/9,Matt Stell,10,83,63,76
2019/11/9,5 Seconds Of Summer,136,84,1,85
2019/11/9,Metallica,222,85,2,66
2019/11/9,Ringo Starr,1,86,86,0
2019/11/9,Coldplay,128,87,4,0
2019/11/9,blackbear,21,88,33,0
2019/11/9,Sam Hunt,210,89,5,87
2019/11/9,Chris Stapleton,210,90,1,70
2019/11/9,Justin Timberlake,188,91,1,93
2019/11/9,Saweetie,16,92,44,84
2019/11/9,Kenny Chesney,174,93,1,98
2019/11/9,Tyga,43,94,27,0
2019/11/9,AC/DC,40,95,6,96
2019/11/9,"Bobby ""Boris"" Pickett And The Crypt-Kickers",3,96,78,0
2019/11/9,Creedence Clearwater Revival,5,97,57,0
2019/11/9,Bruce Springsteen,10,98,4,0
2019/11/9,YNW Melly,19,99,35,100
2019/11/9,Brantley Gilbert,61,100,3,94
2019/11/2,Post Malone,174,1,1,1
2019/11/2,Lizzo,27,2,2,3
2019/11/2,Billie Eilish,61,3,1,4
2019/11/2,YoungBoy Never Broke Again,65,4,2,2
2019/11/2,DaBaby,28,5,2,5
2019/11/2,Taylor Swift,274,6,1,8
2019/11/2,Ed Sheeran,272,7,1,10
2019/11/2,Summer Walker,4,8,3,9
2019/11/2,BTS,159,9,1,6
2019/11/2,Luke Combs,138,10,2,12
2019/11/2,Khalid,138,11,1,11
2019/11/2,Lewis Capaldi,23,12,12,17
2019/11/2,Drake,278,13,1,15
2019/11/2,Alter Bridge,2,14,14,0
2019/11/2,Jonas Brothers,34,15,1,18
2019/11/2,Selena Gomez,207,16,2,0
2019/11/2,Travis Scott,181,17,1,16
2019/11/2,Camila Cabello,145,18,1,13
2019/11/2,Lil Nas X,32,19,3,20
2019/11/2,Shawn Mendes,246,20,1,21
2019/11/2,Maroon 5,278,21,1,19
2019/11/2,The Beatles,101,22,3,24
2019/11/2,Halsey,202,23,1,25
2019/11/2,Dan + Shay,100,24,11,22
2019/11/2,SuperM,4,25,1,7
2019/11/2,Chris Brown,226,26,1,23
2019/11/2,Queen,78,27,1,27
2019/11/2,Cody Jinks,4,28,19,39
2019/11/2,Justin Bieber,244,29,1,28
2019/11/2,Lil Tecca,16,30,9,26
2019/11/2,Imagine Dragons,246,31,1,30
2019/11/2,Tool,12,32,1,53
2019/11/2,Ariana Grande,246,33,1,29
2019/11/2,Kane Brown,123,34,2,32
2019/11/2,Sam Smith,181,35,1,31
2019/11/2,Juice WRLD,75,36,1,41
2019/11/2,Lil Baby,76,37,8,33
2019/11/2,Lauren Daigle,86,38,3,35
2019/11/2,Cardi B,119,39,1,38
2019/11/2,Young Thug,99,40,8,43
2019/11/2,Panic! At The Disco,162,41,1,42
2019/11/2,Lil Tjay,9,42,36,36
2019/11/2,NF,87,43,1,44
2019/11/2,Marshmello,106,44,4,49
2019/11/2,SHAED,12,45,39,46
2019/11/2,Chris Janson,21,46,39,84
2019/11/2,Old Dominion,140,47,10,54
2019/11/2,Blake Shelton,247,48,1,72
2019/11/2,Megan Thee Stallion,19,49,34,50
2019/11/2,Thomas Rhett,247,50,1,52
2019/11/2,twenty one pilots,236,51,1,60
2019/11/2,G-Eazy,105,52,6,0
2019/11/2,Normani,59,53,22,48
2019/11/2,Gunna,34,54,10,77
2019/11/2,Bruno Mars,266,55,1,61
2019/11/2,NLE Choppa,12,56,42,57
2019/11/2,Bad Bunny,84,57,23,66
2019/11/2,Michael Jackson,233,58,20,64
2019/11/2,Wale,11,59,6,40
2019/11/2,XXXTENTACION,114,60,1,63
2019/11/2,Lynyrd Skynyrd,76,61,40,94
2019/11/2,Jason Aldean,256,62,1,47
2019/11/2,J Balvin,92,63,16,73
2019/11/2,Elton John,29,64,11,70
2019/11/2,P!nk,175,65,1,62
2019/11/2,Metallica,221,66,2,78
2019/11/2,A Boogie Wit da Hoodie,67,67,11,69
2019/11/2,J. Cole,179,68,1,75
2019/11/2,Jimmy Eat World,2,69,64,0
2019/11/2,Chris Stapleton,209,70,1,79
2019/11/2,Daddy Yankee,92,71,19,0
2019/11/2,Mustard,13,72,71,80
2019/11/2,Jon Pardi,80,73,14,67
2019/11/2,Eminem,278,74,1,74
2019/11/2,Kevin Gates,60,75,5,90
2019/11/2,Matt Stell,9,76,63,71
2019/11/2,Maren Morris,136,77,10,81
2019/11/2,Morgan Wallen,35,78,34,82
2019/11/2,Katy Perry,206,79,1,0
2019/11/2,Cole Swindell,154,80,8,96
2019/11/2,Lady Gaga,138,81,1,83
2019/11/2,Gucci Mane,83,82,5,0
2019/11/2,Florida Georgia Line,273,83,1,0
2019/11/2,Saweetie,15,84,44,85
2019/11/2,5 Seconds Of Summer,135,85,1,87
2019/11/2,Russell Dickerson,21,86,69,91
2019/11/2,Sam Hunt,209,87,5,58
2019/11/2,Blanco Brown,20,88,23,76
2019/11/2,Elvis Presley,57,89,20,0
2019/11/2,Lana Del Rey,60,90,2,86
2019/11/2,Luke Bryan,273,91,1,0
2019/11/2,Chris Lane,13,92,62,89
2019/11/2,Justin Timberlake,187,93,1,97
2019/11/2,Brantley Gilbert,60,94,3,56
2019/11/2,Eagles,53,95,10,0
2019/11/2,AC/DC,39,96,6,0
2019/11/2,Journey,35,97,55,0
2019/11/2,Kenny Chesney,173,98,1,93
2019/11/2,Lauv,59,99,43,0
2019/11/2,YNW Melly,18,100,35,98
2019/10/26,Post Malone,173,1,1,2
2019/10/26,YoungBoy Never Broke Again,64,2,2,55
2019/10/26,Lizzo,26,3,2,5
2019/10/26,Billie Eilish,60,4,1,6
2019/10/26,DaBaby,27,5,2,4
2019/10/26,BTS,158,6,1,24
2019/10/26,SuperM,3,7,1,1
2019/10/26,Taylor Swift,273,8,1,8
2019/10/26,Summer Walker,3,9,3,3
2019/10/26,Ed Sheeran,271,10,1,9
2019/10/26,Khalid,137,11,1,10
2019/10/26,Luke Combs,137,12,2,11
2019/10/26,Camila Cabello,144,13,1,15
2019/10/26,BABYMETAL,2,14,14,0
2019/10/26,Drake,277,15,1,12
2019/10/26,Travis Scott,180,16,1,7
2019/10/26,Lewis Capaldi,22,17,17,18
2019/10/26,Jonas Brothers,33,18,1,17
2019/10/26,Maroon 5,277,19,1,25
2019/10/26,Lil Nas X,31,20,3,21
2019/10/26,Shawn Mendes,245,21,1,20
