date,artist,weeks,current,peak,previous
2019/8/31,Rick Ross,11,42,4,5
2019/8/31,NF,78,43,1,31
2019/8/31,Jason Aldean,247,44,1,40
2019/8/31,Bruno Mars,257,45,1,44
2019/8/31,Illenium,1,46,46,0
2019/8/31,Luke Bryan,265,47,1,41
2019/8/31,Marshmello,97,48,4,43
2019/8/31,Morgan Wallen,26,49,34,52
2019/8/31,The Beatles,93,50,5,36
2019/8/31,Katy Perry,200,51,1,29
2019/8/31,Travis Scott,172,52,1,47
2019/8/31,Old Dominion,131,53,10,91
2019/8/31,Thomas Rhett,238,54,1,45
2019/8/31,Chris Stapleton,200,55,1,49
2019/8/31,Megan Thee Stallion,10,56,34,34
2019/8/31,Swae Lee,44,57,22,79
2019/8/31,Florida Georgia Line,269,58,1,48
2019/8/31,Bad Bunny,75,59,23,51
2019/8/31,King Gizzard And The Lizard Wizard,1,60,60,0
2019/8/31,J. Cole,170,61,1,54
2019/8/31,Lady Gaga,129,62,1,55
2019/8/31,Justin Moore,11,63,9,59
2019/8/31,Maroon 5,269,64,1,60
2019/8/31,twenty one pilots,227,65,1,58
2019/8/31,Eminem,269,66,1,56
2019/8/31,Juice WRLD,66,67,1,68
2019/8/31,Carrie Underwood,205,68,1,69
2019/8/31,Maren Morris,127,69,10,63
2019/8/31,Elton John,22,70,11,61
2019/8/31,Creedence Clearwater Revival,3,71,57,57
2019/8/31,Lynyrd Skynyrd,67,72,40,75
2019/8/31,Saweetie,6,73,72,72
2019/8/31,Nicki Minaj,232,74,2,50
2019/8/31,J Balvin,83,75,16,67
2019/8/31,Meek Mill,70,76,1,53
2019/8/31,The Chainsmokers,195,77,1,73
2019/8/31,SHAED,3,78,78,86
2019/8/31,Billy Ray Cyrus,19,79,18,66
2019/8/31,DJ Khaled,117,80,2,71
2019/8/31,Metallica,216,81,2,77
2019/8/31,Ava Max,34,82,24,80
2019/8/31,XXXTENTACION,105,83,1,83
2019/8/31,Chris Young,75,84,12,90
2019/8/31,Fleetwood Mac,39,85,46,0
2019/8/31,Chris Lane,4,86,62,0
2019/8/31,Ella Mai,70,87,6,95
2019/8/31,Michael Jackson,224,88,20,0
2019/8/31,Polo G,11,89,59,97
2019/8/31,Dierks Bentley,118,90,3,99
2019/8/31,Adele,223,91,1,87
2019/8/31,Kenny Chesney,167,92,1,92
2019/8/31,Drew Holcomb And The Neighbors,1,93,93,0
2019/8/31,Eagles,52,94,10,93
2019/8/31,Daddy Yankee,86,95,19,96
2019/8/31,Miranda Lambert,74,96,6,98
2019/8/31,AC/DC,37,97,6,100
2019/8/31,Offset,35,98,13,0
2019/8/31,Journey,34,99,55,0
2019/8/31,Elvis Presley,56,100,20,65
2019/8/24,Slipknot,5,1,1,0
2019/8/24,Billie Eilish,51,2,1,3
2019/8/24,Khalid,128,3,1,4
2019/8/24,BTS,149,4,1,6
2019/8/24,Rick Ross,10,5,4,69
2019/8/24,Post Malone,164,6,1,8
2019/8/24,Ed Sheeran,262,7,1,5
2019/8/24,Lizzo,17,8,5,7
2019/8/24,Shawn Mendes,236,9,1,9
2019/8/24,Tool,2,10,1,1
2019/8/24,Drake,268,11,1,2
2019/8/24,Jonas Brothers,24,12,1,13
2019/8/24,Luke Combs,128,13,2,11
2019/8/24,Queen,68,14,1,15
2019/8/24,Ariana Grande,236,15,1,10
2019/8/24,Taylor Swift,264,16,1,14
2019/8/24,Lil Nas X,22,17,3,12
2019/8/24,Dan + Shay,90,18,11,19
2019/8/24,Panic! At The Disco,152,19,1,18
2019/8/24,Imagine Dragons,236,20,1,20
2019/8/24,Camila Cabello,135,21,1,25
2019/8/24,DaBaby,18,22,22,24
2019/8/24,Blanco Brown,10,23,23,27
2019/8/24,Lewis Capaldi,13,24,24,30
2019/8/24,Cardi B,109,25,1,22
2019/8/24,Chris Brown,216,26,1,29
2019/8/24,Kane Brown,113,27,2,28
2019/8/24,Halsey,192,28,1,26
2019/8/24,Katy Perry,199,29,1,36
2019/8/24,Lauren Daigle,76,30,3,32
2019/8/24,NF,77,31,1,21
2019/8/24,Sam Smith,171,32,1,33
2019/8/24,Justin Bieber,234,33,1,31
2019/8/24,Megan Thee Stallion,9,34,34,54
2019/8/24,Trippie Redd,8,35,13,0
2019/8/24,The Beatles,92,36,5,41
2019/8/24,Lil Tecca,6,37,37,50
2019/8/24,Lil Baby,66,38,8,37
2019/8/24,Blake Shelton,237,39,1,35
2019/8/24,Jason Aldean,246,40,1,39
2019/8/24,Luke Bryan,264,41,1,34
2019/8/24,P!nk,165,42,1,42
2019/8/24,Marshmello,96,43,4,44
2019/8/24,Bruno Mars,256,44,1,38
2019/8/24,Thomas Rhett,237,45,1,43
2019/8/24,5 Seconds Of Summer,125,46,1,46
2019/8/24,Travis Scott,171,47,1,40
2019/8/24,Florida Georgia Line,268,48,1,47
2019/8/24,Chris Stapleton,199,49,1,52
2019/8/24,Nicki Minaj,231,50,2,0
2019/8/24,Bad Bunny,74,51,23,49
2019/8/24,Morgan Wallen,25,52,34,51
2019/8/24,Meek Mill,69,53,1,65
2019/8/24,J. Cole,169,54,1,53
2019/8/24,Lady Gaga,128,55,1,60
2019/8/24,Eminem,268,56,1,55
2019/8/24,Creedence Clearwater Revival,2,57,57,61
2019/8/24,twenty one pilots,226,58,1,58
2019/8/24,Justin Moore,10,59,9,45
2019/8/24,Maroon 5,268,60,1,63
2019/8/24,Elton John,21,61,11,75
2019/8/24,Young Thug,89,62,11,68
2019/8/24,Maren Morris,126,63,10,57
2019/8/24,Ty Dolla $ign,57,64,36,0
2019/8/24,Elvis Presley,55,65,20,0
2019/8/24,Billy Ray Cyrus,18,66,18,59
2019/8/24,J Balvin,82,67,16,71
2019/8/24,Juice WRLD,65,68,1,70
2019/8/24,Carrie Underwood,204,69,1,67
2019/8/24,Lana Del Rey,52,70,2,0
2019/8/24,DJ Khaled,116,71,2,66
2019/8/24,Saweetie,5,72,72,81
2019/8/24,The Chainsmokers,194,73,1,64
2019/8/24,Normani,49,74,46,74
2019/8/24,Lynyrd Skynyrd,66,75,40,72
2019/8/24,Skillet,5,76,7,17
2019/8/24,Metallica,215,77,2,78
2019/8/24,Tyler Childers,2,78,16,16
2019/8/24,Swae Lee,43,79,22,76
2019/8/24,Ava Max,33,80,24,56
2019/8/24,Bazzi,74,81,34,0
2019/8/24,Backstreet Boys,17,82,1,0
2019/8/24,XXXTENTACION,104,83,1,0
2019/8/24,Bon Iver,3,84,5,0
2019/8/24,X1,1,85,85,0
2019/8/24,SHAED,2,86,86,95
2019/8/24,Adele,222,87,1,96
2019/8/24,A Boogie Wit da Hoodie,58,88,11,97
2019/8/24,Volbeat,4,89,12,23
2019/8/24,Chris Young,74,90,12,86
2019/8/24,Old Dominion,130,91,10,87
2019/8/24,Kenny Chesney,166,92,1,0
2019/8/24,Eagles,51,93,10,91
2019/8/24,Lady Antebellum,55,94,6,0
2019/8/24,Ella Mai,69,95,6,73
2019/8/24,Daddy Yankee,85,96,19,88
2019/8/24,Polo G,10,97,59,83
2019/8/24,Miranda Lambert,73,98,6,0
2019/8/24,Dierks Bentley,117,99,3,82
2019/8/24,AC/DC,36,100,6,85
2019/8/17,Tool,1,1,1,0
2019/8/17,Drake,267,2,1,10
2019/8/17,Billie Eilish,50,3,1,2
2019/8/17,Khalid,127,4,1,4
2019/8/17,Ed Sheeran,261,5,1,3
2019/8/17,BTS,148,6,1,14
2019/8/17,Lizzo,16,7,5,5
2019/8/17,Post Malone,163,8,1,6
2019/8/17,Shawn Mendes,235,9,1,8
2019/8/17,Ariana Grande,235,10,1,17
2019/8/17,Luke Combs,127,11,2,12
2019/8/17,Lil Nas X,21,12,3,9
2019/8/17,Jonas Brothers,23,13,1,15
2019/8/17,Taylor Swift,263,14,1,11
2019/8/17,Queen,67,15,1,13
2019/8/17,Tyler Childers,1,16,16,0
2019/8/17,Skillet,4,17,7,0
2019/8/17,Panic! At The Disco,151,18,1,18
2019/8/17,Dan + Shay,89,19,11,21
2019/8/17,Imagine Dragons,235,20,1,20
2019/8/17,NF,76,21,1,1
2019/8/17,Cardi B,108,22,1,23
2019/8/17,Volbeat,3,23,12,0
2019/8/17,DaBaby,17,24,22,22
2019/8/17,Camila Cabello,134,25,1,25
2019/8/17,Halsey,191,26,1,24
2019/8/17,Blanco Brown,9,27,23,27
2019/8/17,Kane Brown,112,28,2,28
2019/8/17,Chris Brown,215,29,1,19
2019/8/17,Lewis Capaldi,12,30,30,32
2019/8/17,Justin Bieber,233,31,1,29
2019/8/17,Lauren Daigle,75,32,3,34
2019/8/17,Sam Smith,170,33,1,31
2019/8/17,Luke Bryan,263,34,1,40
2019/8/17,Blake Shelton,236,35,1,36
2019/8/17,Katy Perry,198,36,1,33
2019/8/17,Lil Baby,65,37,8,35
2019/8/17,Bruno Mars,255,38,1,41
2019/8/17,Jason Aldean,245,39,1,46
2019/8/17,Travis Scott,170,40,1,37
2019/8/17,The Beatles,91,41,5,52
2019/8/17,P!nk,164,42,1,43
2019/8/17,Thomas Rhett,236,43,1,47
2019/8/17,Marshmello,95,44,4,39
2019/8/17,Justin Moore,9,45,9,26
2019/8/17,5 Seconds Of Summer,124,46,1,48
2019/8/17,Florida Georgia Line,267,47,1,55
2019/8/17,Social House,1,48,48,0
2019/8/17,Bad Bunny,73,49,23,45
2019/8/17,Lil Tecca,5,50,44,44
2019/8/17,Morgan Wallen,24,51,34,53
2019/8/17,Chris Stapleton,198,52,1,60
2019/8/17,J. Cole,168,53,1,54
2019/8/17,Megan Thee Stallion,8,54,54,71
2019/8/17,Eminem,267,55,1,58
2019/8/17,Ava Max,32,56,24,67
2019/8/17,Maren Morris,125,57,10,57
2019/8/17,twenty one pilots,225,58,1,61
2019/8/17,Billy Ray Cyrus,17,59,18,42
2019/8/17,Lady Gaga,127,60,1,50
2019/8/17,Creedence Clearwater Revival,1,61,61,0
2019/8/17,Lil Durk,3,62,50,0
2019/8/17,Maroon 5,267,63,1,65
2019/8/17,The Chainsmokers,193,64,1,51
2019/8/17,Meek Mill,68,65,1,63
2019/8/17,DJ Khaled,115,66,2,56
2019/8/17,Carrie Underwood,203,67,1,76
2019/8/17,Young Thug,88,68,11,64
2019/8/17,Rick Ross,9,69,4,62
2019/8/17,Juice WRLD,64,70,1,59
2019/8/17,J Balvin,81,71,16,68
2019/8/17,Lynyrd Skynyrd,65,72,40,77
2019/8/17,Ella Mai,68,73,6,70
2019/8/17,Normani,48,74,46,78
2019/8/17,Elton John,20,75,11,80
2019/8/17,Swae Lee,42,76,22,69
2019/8/17,Eric Church,178,77,4,75
2019/8/17,Metallica,214,78,2,92
2019/8/17,Beyonce,193,79,2,49
2019/8/17,Brett Young,138,80,15,0
2019/8/17,Saweetie,4,81,81,81
2019/8/17,Dierks Bentley,116,82,3,93
2019/8/17,Polo G,9,83,59,87
2019/8/17,Clairo,1,84,84,0
2019/8/17,AC/DC,35,85,6,0
2019/8/17,Chris Young,73,86,12,94
2019/8/17,Old Dominion,129,87,10,66
2019/8/17,Daddy Yankee,84,88,19,84
2019/8/17,Michael Jackson,223,89,20,96
2019/8/17,NCT 127,7,90,6,0
2019/8/17,Eagles,50,91,10,0
2019/8/17,Chance The Rapper,16,92,7,7
2019/8/17,Journey,33,93,55,97
2019/8/17,SEVENTEEN,2,94,87,0
2019/8/17,SHAED,1,95,95,0
2019/8/17,Adele,221,96,1,0
2019/8/17,A Boogie Wit da Hoodie,57,97,11,83
2019/8/17,Lauv,57,98,43,0
2019/8/17,Prince,62,99,1,0
2019/8/17,NLE Choppa,3,100,74,74
2019/8/10,NF,75,1,1,73
2019/8/10,Billie Eilish,49,2,1,1
2019/8/10,Ed Sheeran,260,3,1,2
2019/8/10,Khalid,126,4,1,3
2019/8/10,Lizzo,15,5,5,7
2019/8/10,Post Malone,162,6,1,4
2019/8/10,Chance The Rapper,15,7,7,0
2019/8/10,Shawn Mendes,234,8,1,5
2019/8/10,Lil Nas X,20,9,3,8
2019/8/10,Drake,266,10,1,13
2019/8/10,Taylor Swift,262,11,1,9
2019/8/10,Luke Combs,126,12,2,10
2019/8/10,Queen,66,13,1,6
2019/8/10,BTS,147,14,1,11
2019/8/10,Jonas Brothers,22,15,1,12
2019/8/10,Of Monsters And Men,3,16,7,0
2019/8/10,Ariana Grande,234,17,1,15
2019/8/10,Panic! At The Disco,150,18,1,14
2019/8/10,Chris Brown,214,19,1,29
2019/8/10,Imagine Dragons,234,20,1,17
2019/8/10,Dan + Shay,88,21,11,18
2019/8/10,DaBaby,16,22,22,22
2019/8/10,Cardi B,107,23,1,19
2019/8/10,Halsey,190,24,1,20
2019/8/10,Camila Cabello,133,25,1,23
2019/8/10,Justin Moore,8,26,9,0
2019/8/10,Blanco Brown,8,27,23,25
2019/8/10,Kane Brown,111,28,2,24
2019/8/10,Justin Bieber,232,29,1,26
2019/8/10,Grateful Dead,20,30,24,0
2019/8/10,Sam Smith,169,31,1,21
2019/8/10,Lewis Capaldi,11,32,32,34
2019/8/10,Katy Perry,197,33,1,32
2019/8/10,Lauren Daigle,74,34,3,28
2019/8/10,Lil Baby,64,35,8,27
2019/8/10,Blake Shelton,235,36,1,33
2019/8/10,Travis Scott,169,37,1,30
2019/8/10,Andy Grammer,55,38,18,0
2019/8/10,Marshmello,94,39,4,41
2019/8/10,Luke Bryan,262,40,1,47
2019/8/10,Bruno Mars,254,41,1,36
2019/8/10,Billy Ray Cyrus,16,42,18,46
2019/8/10,P!nk,163,43,1,38
2019/8/10,Lil Tecca,4,44,44,72
2019/8/10,Bad Bunny,72,45,23,45
2019/8/10,Jason Aldean,244,46,1,44
2019/8/10,Thomas Rhett,235,47,1,37
2019/8/10,5 Seconds Of Summer,123,48,1,49
2019/8/10,Beyonce,192,49,2,16
2019/8/10,Lady Gaga,126,50,1,39
2019/8/10,The Chainsmokers,192,51,1,82
2019/8/10,The Beatles,90,52,5,31
2019/8/10,Morgan Wallen,23,53,34,54
2019/8/10,J. Cole,167,54,1,53
2019/8/10,Florida Georgia Line,266,55,1,57
2019/8/10,DJ Khaled,114,56,2,51
2019/8/10,Maren Morris,124,57,10,48
2019/8/10,Eminem,266,58,1,56
2019/8/10,Juice WRLD,63,59,1,67
2019/8/10,Chris Stapleton,197,60,1,43
2019/8/10,twenty one pilots,224,61,1,55
2019/8/10,Rick Ross,8,62,4,0
2019/8/10,Meek Mill,67,63,1,59
2019/8/10,Young Thug,87,64,11,66
2019/8/10,Maroon 5,266,65,1,64
2019/8/10,Old Dominion,128,66,10,0
2019/8/10,Ava Max,31,67,24,62
2019/8/10,J Balvin,80,68,16,63
2019/8/10,Swae Lee,41,69,22,71
2019/8/10,Ella Mai,67,70,6,68
2019/8/10,Megan Thee Stallion,7,71,60,87
2019/8/10,XXXTENTACION,103,72,1,69
2019/8/10,Big Sean,107,73,2,0
2019/8/10,NLE Choppa,2,74,74,90
2019/8/10,Eric Church,177,75,4,75
2019/8/10,Carrie Underwood,202,76,1,76
2019/8/10,Lynyrd Skynyrd,64,77,40,65
2019/8/10,Normani,47,78,46,77
2019/8/10,Bazzi,73,79,34,70
2019/8/10,Elton John,19,80,11,61
2019/8/10,Saweetie,3,81,81,86
2019/8/10,Zac Brown Band,121,82,1,0
2019/8/10,A Boogie Wit da Hoodie,56,83,11,85
2019/8/10,Daddy Yankee,83,84,19,74
2019/8/10,EXO,40,85,9,84
2019/8/10,Lee Brice,64,86,15,81
2019/8/10,Polo G,8,87,59,80
2019/8/10,City Girls,23,88,65,83
2019/8/10,Sech,1,89,89,0
2019/8/10,NCT DREAM,1,90,90,0
2019/8/10,Offset,34,91,13,96
2019/8/10,Metallica,213,92,2,52
2019/8/10,Dierks Bentley,115,93,3,0
2019/8/10,Chris Young,72,94,12,0
2019/8/10,Bebe Rexha,116,95,23,0
2019/8/10,Michael Jackson,222,96,20,97
2019/8/10,Journey,32,97,55,0
2019/8/10,Pinkfong,11,98,59,95
2019/8/10,Kenny Chesney,165,99,1,0
2019/8/10,Mustard,4,100,94,99
2019/8/3,Billie Eilish,48,1,1,2
2019/8/3,Ed Sheeran,259,2,1,1
2019/8/3,Khalid,125,3,1,5
2019/8/3,Post Malone,161,4,1,4
2019/8/3,Shawn Mendes,233,5,1,8
2019/8/3,Queen,65,6,1,7
2019/8/3,Lizzo,14,7,7,9
2019/8/3,Lil Nas X,19,8,3,6
2019/8/3,Taylor Swift,261,9,1,12
2019/8/3,Luke Combs,125,10,2,10
2019/8/3,BTS,146,11,1,3
2019/8/3,Jonas Brothers,21,12,1,11
2019/8/3,Drake,265,13,1,13
2019/8/3,Panic! At The Disco,149,14,1,14
2019/8/3,Ariana Grande,233,15,1,16
2019/8/3,Beyonce,191,16,2,46
2019/8/3,Imagine Dragons,233,17,1,19
2019/8/3,Dan + Shay,87,18,11,20
2019/8/3,Cardi B,106,19,1,18
2019/8/3,Halsey,189,20,1,17
2019/8/3,Sam Smith,168,21,1,73
2019/8/3,DaBaby,15,22,22,26
2019/8/3,Camila Cabello,132,23,1,22
2019/8/3,Kane Brown,110,24,2,15
2019/8/3,Blanco Brown,7,25,23,23
2019/8/3,Justin Bieber,231,26,1,32
2019/8/3,Lil Baby,63,27,8,40
2019/8/3,Lauren Daigle,73,28,3,34
2019/8/3,Chris Brown,213,29,1,27
2019/8/3,Travis Scott,168,30,1,25
2019/8/3,The Beatles,89,31,5,24
2019/8/3,Katy Perry,196,32,1,31
2019/8/3,Blake Shelton,234,33,1,28
2019/8/3,Lewis Capaldi,10,34,34,36
2019/8/3,Nas,2,35,9,0
2019/8/3,Bruno Mars,253,36,1,35
2019/8/3,Thomas Rhett,234,37,1,41
2019/8/3,P!nk,162,38,1,29
2019/8/3,Lady Gaga,125,39,1,37
2019/8/3,Sabaton,1,40,40,0
2019/8/3,Marshmello,93,41,4,50
2019/8/3,Prince,61,42,1,70
2019/8/3,Chris Stapleton,196,43,1,39
2019/8/3,Jason Aldean,243,44,1,43
2019/8/3,Bad Bunny,71,45,23,54
2019/8/3,Billy Ray Cyrus,15,46,18,42
2019/8/3,Luke Bryan,261,47,1,33
2019/8/3,Maren Morris,123,48,10,49
2019/8/3,5 Seconds Of Summer,122,49,1,48
2019/8/3,Thom Yorke,2,50,50,0
2019/8/3,DJ Khaled,113,51,2,52
2019/8/3,Metallica,212,52,2,68
2019/8/3,J. Cole,166,53,1,44
2019/8/3,Morgan Wallen,22,54,34,47
2019/8/3,twenty one pilots,223,55,1,51
2019/8/3,Eminem,265,56,1,45
2019/8/3,Florida Georgia Line,265,57,1,56
2019/8/3,Sum 41,2,58,58,0
2019/8/3,Meek Mill,66,59,1,55
2019/8/3,Willie Nelson,12,60,18,95
2019/8/3,Elton John,18,61,11,59
2019/8/3,Ava Max,30,62,24,61
2019/8/3,J Balvin,79,63,16,80
2019/8/3,Maroon 5,265,64,1,64
2019/8/3,Lynyrd Skynyrd,63,65,40,63
2019/8/3,Young Thug,86,66,11,65
2019/8/3,Juice WRLD,62,67,1,75
2019/8/3,Ella Mai,66,68,6,62
2019/8/3,XXXTENTACION,102,69,1,81
2019/8/3,Bazzi,72,70,34,0
2019/8/3,Swae Lee,40,71,22,67
2019/8/3,Lil Tecca,3,72,72,98
2019/8/3,NF,74,73,8,53
2019/8/3,Daddy Yankee,82,74,19,83
2019/8/3,Eric Church,176,75,4,58
2019/8/3,Carrie Underwood,201,76,1,69
2019/8/3,Normani,46,77,46,71
2019/8/3,Iggy Azalea,57,78,2,0
2019/8/3,Scott Stapp,1,79,79,0
2019/8/3,Polo G,7,80,59,82
2019/8/3,Lee Brice,63,81,15,72
2019/8/3,The Chainsmokers,191,82,1,78
2019/8/3,City Girls,22,83,65,74
2019/8/3,EXO,39,84,9,57
2019/8/3,A Boogie Wit da Hoodie,55,85,11,76
2019/8/3,Saweetie,2,86,86,96
2019/8/3,Megan Thee Stallion,6,87,60,84
2019/8/3,Kendrick Lamar,236,88,1,99
2019/8/3,Brett Young,137,89,15,0
2019/8/3,NLE Choppa,1,90,90,0
2019/8/3,Bradley Cooper,43,91,3,87
2019/8/3,The Black Keys,8,92,5,77
2019/8/3,AC/DC,34,93,6,89
2019/8/3,Eagles,49,94,10,92
2019/8/3,Pinkfong,10,95,59,94
2019/8/3,Offset,33,96,13,0
2019/8/3,Michael Jackson,221,97,20,88
2019/8/3,Backstreet Boys,16,98,1,0
2019/8/3,Mustard,3,99,94,0
2019/8/3,Bastille,67,100,11,93
2019/7/27,Ed Sheeran,258,1,1,3
2019/7/27,Billie Eilish,47,2,1,1
2019/7/27,BTS,145,3,1,5
2019/7/27,Post Malone,160,4,1,2
2019/7/27,Khalid,124,5,1,4
2019/7/27,Lil Nas X,18,6,3,6
2019/7/27,Queen,64,7,1,7
2019/7/27,Shawn Mendes,232,8,1,8
2019/7/27,Lizzo,13,9,7,9
2019/7/27,Luke Combs,124,10,2,10
2019/7/27,Jonas Brothers,20,11,1,11
2019/7/27,Taylor Swift,260,12,1,14
2019/7/27,Drake,264,13,1,12
2019/7/27,Panic! At The Disco,148,14,1,16
2019/7/27,Kane Brown,109,15,2,24
2019/7/27,Ariana Grande,232,16,1,13
2019/7/27,Halsey,188,17,1,17
2019/7/27,Cardi B,105,18,1,19
2019/7/27,Imagine Dragons,232,19,1,18
2019/7/27,Dan + Shay,86,20,11,20
2019/7/27,311,2,21,12,0
2019/7/27,Camila Cabello,131,22,1,25
2019/7/27,Blanco Brown,6,23,23,31
2019/7/27,The Beatles,88,24,5,21
2019/7/27,Travis Scott,167,25,1,35
2019/7/27,DaBaby,14,26,23,23
2019/7/27,Chris Brown,212,27,1,22
2019/7/27,Blake Shelton,233,28,1,27
2019/7/27,P!nk,161,29,1,34
2019/7/27,Banks,3,30,30,0
2019/7/27,Katy Perry,195,31,1,33
2019/7/27,Justin Bieber,230,32,1,28
2019/7/27,Luke Bryan,260,33,1,42
2019/7/27,Lauren Daigle,72,34,3,38
2019/7/27,Bruno Mars,252,35,1,26
2019/7/27,Lewis Capaldi,9,36,36,54
2019/7/27,Lady Gaga,124,37,1,37
2019/7/27,Paul McCartney,23,38,1,0
2019/7/27,Chris Stapleton,195,39,1,36
2019/7/27,Lil Baby,62,40,8,32
2019/7/27,Thomas Rhett,233,41,1,40
2019/7/27,Billy Ray Cyrus,14,42,18,46
2019/7/27,Jason Aldean,242,43,1,51
2019/7/27,J. Cole,165,44,1,29
2019/7/27,Eminem,264,45,1,44
2019/7/27,Beyonce,190,46,2,58
2019/7/27,Morgan Wallen,21,47,34,50
2019/7/27,5 Seconds Of Summer,121,48,1,53
2019/7/27,Maren Morris,122,49,10,52
2019/7/27,Marshmello,92,50,4,30
2019/7/27,twenty one pilots,222,51,1,47
2019/7/27,DJ Khaled,112,52,2,48
2019/7/27,NF,73,53,8,83
2019/7/27,Bad Bunny,70,54,23,49
2019/7/27,Meek Mill,65,55,1,59
2019/7/27,Florida Georgia Line,264,56,1,55
2019/7/27,EXO,38,57,9,76
2019/7/27,Eric Church,175,58,4,66
2019/7/27,Elton John,17,59,11,39
2019/7/27,Kenny Chesney,164,60,1,0
2019/7/27,Ava Max,29,61,24,56
2019/7/27,Ella Mai,65,62,6,61
2019/7/27,Lynyrd Skynyrd,62,63,40,70
2019/7/27,Maroon 5,264,64,1,67
2019/7/27,Young Thug,85,65,11,41
2019/7/27,Big K.R.I.T.,3,66,38,0
2019/7/27,Swae Lee,39,67,22,64
2019/7/27,Metallica,211,68,2,45
2019/7/27,Carrie Underwood,200,69,1,63
2019/7/27,Prince,60,70,1,57
2019/7/27,Normani,45,71,46,73
2019/7/27,Lee Brice,62,72,15,65
2019/7/27,Sam Smith,167,73,1,74
2019/7/27,City Girls,21,74,65,71
2019/7/27,Juice WRLD,61,75,1,62
2019/7/27,A Boogie Wit da Hoodie,54,76,11,72
2019/7/27,The Black Keys,7,77,5,43
2019/7/27,The Chainsmokers,190,78,1,79
2019/7/27,Miley Cyrus,83,79,12,60
2019/7/27,J Balvin,78,80,16,75
2019/7/27,XXXTENTACION,101,81,1,69
2019/7/27,Polo G,6,82,59,78
2019/7/27,Daddy Yankee,81,83,19,80
2019/7/27,Megan Thee Stallion,5,84,60,89
2019/7/27,Machine Gun Kelly,31,85,11,15
2019/7/27,Rihanna,233,86,2,0
2019/7/27,Bradley Cooper,42,87,3,77
2019/7/27,Michael Jackson,220,88,20,97
2019/7/27,AC/DC,33,89,6,0
2019/7/27,Chris Young,71,90,12,0
2019/7/27,Old Dominion,127,91,10,0
2019/7/27,Eagles,48,92,10,82
2019/7/27,Bastille,66,93,11,86
2019/7/27,Pinkfong,9,94,59,93
2019/7/27,Willie Nelson,11,95,18,68
2019/7/27,Saweetie,1,96,96,0
2019/7/27,Future,161,97,1,0
2019/7/27,Lil Tecca,2,98,91,91
2019/7/27,Kendrick Lamar,235,99,1,87
2019/7/27,The Raconteurs,4,100,1,85
2019/7/20,Billie Eilish,46,1,1,1
2019/7/20,Post Malone,159,2,1,7
2019/7/20,Ed Sheeran,257,3,1,8
2019/7/20,Khalid,123,4,1,4
2019/7/20,BTS,144,5,1,2
2019/7/20,Lil Nas X,17,6,3,3
2019/7/20,Queen,63,7,1,20
2019/7/20,Shawn Mendes,231,8,1,6
2019/7/20,Lizzo,12,9,7,11
2019/7/20,Luke Combs,123,10,2,9
2019/7/20,Jonas Brothers,19,11,1,10
2019/7/20,Drake,263,12,1,15
2019/7/20,Ariana Grande,231,13,1,16
2019/7/20,Taylor Swift,259,14,1,14
2019/7/20,Machine Gun Kelly,30,15,11,0
2019/7/20,Panic! At The Disco,147,16,1,17
2019/7/20,Halsey,187,17,1,18
2019/7/20,Imagine Dragons,231,18,1,22
2019/7/20,Cardi B,104,19,1,19
2019/7/20,Dan + Shay,85,20,11,21
2019/7/20,The Beatles,87,21,5,23
2019/7/20,Chris Brown,211,22,1,13
2019/7/20,DaBaby,13,23,23,32
2019/7/20,Kane Brown,108,24,2,24
2019/7/20,Camila Cabello,130,25,1,30
2019/7/20,Bruno Mars,251,26,1,39
2019/7/20,Blake Shelton,232,27,1,29
2019/7/20,Justin Bieber,229,28,1,26
2019/7/20,J. Cole,164,29,1,52
2019/7/20,Marshmello,91,30,4,41
2019/7/20,Blanco Brown,5,31,28,28
2019/7/20,Lil Baby,61,32,8,33
2019/7/20,Katy Perry,194,33,1,27
2019/7/20,P!nk,160,34,1,31
2019/7/20,Travis Scott,166,35,1,35
2019/7/20,Chris Stapleton,194,36,1,60
2019/7/20,Lady Gaga,123,37,1,36
2019/7/20,Lauren Daigle,71,38,3,49
2019/7/20,Elton John,16,39,11,40
2019/7/20,Thomas Rhett,232,40,1,38
2019/7/20,Young Thug,84,41,11,0
2019/7/20,Luke Bryan,259,42,1,42
2019/7/20,The Black Keys,6,43,5,5
2019/7/20,Eminem,263,44,1,54
2019/7/20,Metallica,210,45,2,51
2019/7/20,Billy Ray Cyrus,13,46,18,37
2019/7/20,twenty one pilots,221,47,1,56
2019/7/20,DJ Khaled,111,48,2,45
2019/7/20,Bad Bunny,69,49,23,25
2019/7/20,Morgan Wallen,20,50,34,44
2019/7/20,Jason Aldean,241,51,1,46
2019/7/20,Maren Morris,121,52,10,57
2019/7/20,5 Seconds Of Summer,120,53,1,48
2019/7/20,Lewis Capaldi,8,54,54,61
2019/7/20,Florida Georgia Line,263,55,1,62
2019/7/20,Ava Max,28,56,24,47
2019/7/20,Prince,59,57,1,55
2019/7/20,Beyonce,189,58,2,97
2019/7/20,Meek Mill,64,59,1,63
2019/7/20,Miley Cyrus,82,60,12,53
2019/7/20,Ella Mai,64,61,6,67
2019/7/20,Juice WRLD,60,62,1,66
2019/7/20,Carrie Underwood,199,63,1,64
2019/7/20,Swae Lee,38,64,22,68
2019/7/20,Lee Brice,61,65,15,65
2019/7/20,Eric Church,174,66,4,73
