date,title,artist,weeks,current,peak,previous
2019/12/14,Happier,Marshmello & Bastille,68,1,1,1
2019/12/14,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,8,2,2,2
2019/12/14,Ride It.,DJ Regard,19,3,3,3
2019/12/14,Higher Love,Kygo X Whitney Houston,23,4,2,4
2019/12/14,Good Things Fall Apart,Illenium & Jon Bellion,30,5,3,5
2019/12/14,Que Calor,Major Lazer & J Balvin Featuring El Alfa,13,6,6,6
2019/12/14,Lose Control,Meduza x Becky Hill x GOODBOYS,8,7,7,9
2019/12/14,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,20,8,3,7
2019/12/14,Post Malone,Sam Feldt Featuring RANI,28,9,4,8
2019/12/14,Griztronics,GRiZ & Subtronics,8,10,9,11
2019/12/14,Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,25,11,9,10
2019/12/14,I'm Not Alright,Loud Luxury And Bryce Vine,21,12,12,13
2019/12/14,God Is A Dancer,Tiesto & Mabel,11,13,13,15
2019/12/14,I Feel Love,Sam Smith,5,14,8,14
2019/12/14,Faith,Galantis & Dolly Parton Featuring Mr. Probz,6,15,13,16
2019/12/14,Turn Me On,Riton X Oliver Heldens Featuring Vula,7,16,16,18
2019/12/14,Used To Love,Martin Garrix & Dean Lewis,5,17,10,17
2019/12/14,In Your Arms,Illenium &  X Ambassadors,16,18,16,20
2019/12/14,Trouble,VASSY,6,19,19,22
2019/12/14,Body On My,"Loud Luxury Featuring brando, Pitbull & Nicky Jam",3,20,20,45
2019/12/14,OMG,Gryffin And Carly Rae Jepsen,18,21,16,24
2019/12/14,Body Back,Gryffin Featuring Maia Wright,7,22,14,21
2019/12/14,Baila Conmigo,Jennifer Lopez,8,23,16,23
2019/12/14,Pump It Up,Endor,8,24,18,25
2019/12/14,Purple Hat,Sofi Tukker,7,25,25,27
2019/12/14,Higher,Ally Brooke X Matoma,5,26,26,31
2019/12/14,Free,Louis The Child With Drew Love,4,27,27,28
2019/12/14,Rushing Back,Flume Featuring Vera Blue,10,28,12,26
2019/12/14,Need Your Love,"Gryffin, Seven Lions & Noah Kahan",6,29,12,29
2019/12/14,Hard To Say Goodbye,Ekali & Illenium Featuring Chloe Angelides,2,30,30,34
2019/12/14,Came For The Low,ZHU & partywithray,6,31,31,33
2019/12/14,Wanted,NOTD x Daya,5,32,32,35
2019/12/14,Roots,Valerie Broussard & Galantis,7,33,25,30
2019/12/14,This Is Real,Jax Jones & Ella Henderson,3,34,32,32
2019/12/14,Dreamland,Pet Shop Boys Featuring Years & Years,3,35,35,43
2019/12/14,Make It To Heaven,"David Guetta, MORTEN & Raye",2,36,19,19
2019/12/14,FALL,deadmau5,1,37,37,0
2019/12/14,Something About You,Elderbrook x Rudimental,9,38,35,50
2019/12/14,So Heavy I Fell Through The Earth,Grimes,3,39,24,40
2019/12/14,San Frandisco,Dom Dolla,4,40,40,41
2019/12/14,Thing For You,David Guetta & Martin Solveig,13,41,19,49
2019/12/14,Play,"K-391, Alan Walker & Martin Tungevaag Featuring Mangoo",14,42,32,42
2019/12/14,You Gotta Be,Bombs Away Featuring Reigan,1,43,43,0
2019/12/14,Midnight Hour,"Skrillex, Boys Noize & Ty Dolla $ign",14,44,17,44
2019/12/14,The Power,Duke Dumont & Zak Abel,12,45,17,37
2019/12/14,Formula,RL Grime & Juelz,2,46,38,38
2019/12/14,Ghost,Au/Ra x Alan Walker,5,47,33,0
2019/12/14,Holy Terrain,FKA Twigs Featuring Future,8,48,18,46
2019/12/14,See The End,Above & Beyond And Seven Lions Featuring Opposite The Other,1,49,49,0
2019/12/14,Violence,Grimes & i_o,5,50,20,0
2019/12/7,Happier,Marshmello & Bastille,67,1,1,1
2019/12/7,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,7,2,2,2
2019/12/7,Ride It.,DJ Regard,18,3,3,3
2019/12/7,Higher Love,Kygo X Whitney Houston,22,4,2,4
2019/12/7,Good Things Fall Apart,Illenium & Jon Bellion,29,5,3,5
2019/12/7,Que Calor,Major Lazer & J Balvin Featuring El Alfa,12,6,6,6
2019/12/7,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,19,7,3,7
2019/12/7,Post Malone,Sam Feldt Featuring RANI,27,8,4,8
2019/12/7,Lose Control,Meduza x Becky Hill x GOODBOYS,7,9,9,10
2019/12/7,Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,24,10,9,12
2019/12/7,Griztronics,GRiZ & Subtronics,7,11,9,9
2019/12/7,Call You Mine,The Chainsmokers & Bebe Rexha,26,12,2,11
2019/12/7,I'm Not Alright,Loud Luxury And Bryce Vine,20,13,13,15
2019/12/7,I Feel Love,Sam Smith,4,14,8,16
2019/12/7,God Is A Dancer,Tiesto & Mabel,10,15,15,17
2019/12/7,Faith,Galantis & Dolly Parton Featuring Mr. Probz,5,16,13,13
2019/12/7,Used To Love,Martin Garrix & Dean Lewis,4,17,10,14
2019/12/7,Turn Me On,Riton X Oliver Heldens Featuring Vula,6,18,18,20
2019/12/7,Make It To Heaven,"David Guetta, MORTEN & Raye",1,19,19,0
2019/12/7,In Your Arms,Illenium &  X Ambassadors,15,20,16,22
2019/12/7,Body Back,Gryffin Featuring Maia Wright,6,21,14,19
2019/12/7,Trouble,VASSY,5,22,22,28
2019/12/7,Baila Conmigo,Jennifer Lopez,7,23,16,21
2019/12/7,OMG,Gryffin And Carly Rae Jepsen,17,24,16,23
2019/12/7,Pump It Up,Endor,7,25,18,18
2019/12/7,Rushing Back,Flume Featuring Vera Blue,9,26,12,26
2019/12/7,Purple Hat,Sofi Tukker,6,27,27,27
2019/12/7,Free,Louis The Child With Drew Love,3,28,28,29
2019/12/7,Need Your Love,"Gryffin, Seven Lions & Noah Kahan",5,29,12,31
2019/12/7,Roots,Valerie Broussard & Galantis,6,30,25,25
2019/12/7,Higher,Ally Brooke X Matoma,4,31,31,39
2019/12/7,This Is Real,Jax Jones & Ella Henderson,2,32,32,34
2019/12/7,Came For The Low,ZHU & partywithray,5,33,31,41
2019/12/7,Hard To Say Goodbye,Ekali & Illenium Featuring Chloe Angelides,1,34,34,0
2019/12/7,Wanted,NOTD x Daya,4,35,35,47
2019/12/7,Did You,4B Featuring Chris Brown,1,36,36,0
2019/12/7,The Power,Duke Dumont & Zak Abel,11,37,17,30
2019/12/7,Formula,RL Grime & Juelz,1,38,38,0
2019/12/7,Harder,Jax Jones & Bebe Rexha,20,39,28,44
2019/12/7,So Heavy I Fell Through The Earth,Grimes,2,40,24,24
2019/12/7,San Frandisco,Dom Dolla,3,41,41,45
2019/12/7,Play,"K-391, Alan Walker & Martin Tungevaag Featuring Mangoo",13,42,32,46
2019/12/7,Dreamland,Pet Shop Boys Featuring Years & Years,2,43,40,0
2019/12/7,Midnight Hour,"Skrillex, Boys Noize & Ty Dolla $ign",13,44,17,48
2019/12/7,Body On My,"Loud Luxury Featuring brando, Pitbull & Nicky Jam",2,45,45,0
2019/12/7,Holy Terrain,FKA Twigs Featuring Future,7,46,18,37
2019/12/7,No Fear No More,Madeon,2,47,32,32
2019/12/7,All My Friends,Madeon,10,48,16,33
2019/12/7,Thing For You,David Guetta & Martin Solveig,12,49,19,49
2019/12/7,Something About You,Elderbrook x Rudimental,8,50,35,0
2019/11/30,Happier,Marshmello & Bastille,66,1,1,1
2019/11/30,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,6,2,2,3
2019/11/30,Ride It.,DJ Regard,17,3,3,4
2019/11/30,Higher Love,Kygo X Whitney Houston,21,4,2,2
2019/11/30,Good Things Fall Apart,Illenium & Jon Bellion,28,5,3,5
2019/11/30,Que Calor,Major Lazer & J Balvin Featuring El Alfa,11,6,6,7
2019/11/30,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,18,7,3,6
2019/11/30,Post Malone,Sam Feldt Featuring RANI,26,8,4,8
2019/11/30,Griztronics,GRiZ & Subtronics,6,9,9,9
2019/11/30,Lose Control,Meduza x Becky Hill x GOODBOYS,6,10,10,12
2019/11/30,Call You Mine,The Chainsmokers & Bebe Rexha,25,11,2,10
2019/11/30,Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,23,12,9,11
2019/11/30,Faith,Galantis & Dolly Parton Featuring Mr. Probz,4,13,13,14
2019/11/30,Used To Love,Martin Garrix & Dean Lewis,3,14,10,13
2019/11/30,I'm Not Alright,Loud Luxury And Bryce Vine,19,15,13,18
2019/11/30,I Feel Love,Sam Smith,3,16,8,15
2019/11/30,God Is A Dancer,Tiesto & Mabel,9,17,17,20
2019/11/30,Pump It Up,Endor,6,18,18,21
2019/11/30,Body Back,Gryffin Featuring Maia Wright,5,19,14,28
2019/11/30,Turn Me On,Riton X Oliver Heldens Featuring Vula,5,20,20,25
2019/11/30,Baila Conmigo,Jennifer Lopez,6,21,16,23
2019/11/30,In Your Arms,Illenium &  X Ambassadors,14,22,16,24
2019/11/30,OMG,Gryffin And Carly Rae Jepsen,16,23,16,17
2019/11/30,So Heavy I Fell Through The Earth,Grimes,1,24,24,0
2019/11/30,Roots,Valerie Broussard & Galantis,5,25,25,30
2019/11/30,Rushing Back,Flume Featuring Vera Blue,8,26,12,29
2019/11/30,Purple Hat,Sofi Tukker,5,27,27,35
2019/11/30,Trouble,VASSY,4,28,28,34
2019/11/30,Free,Louis The Child With Drew Love,2,29,29,33
2019/11/30,The Power,Duke Dumont & Zak Abel,10,30,17,27
2019/11/30,Need Your Love,"Gryffin, Seven Lions & Noah Kahan",4,31,12,26
2019/11/30,No Fear No More,Madeon,1,32,32,0
2019/11/30,All My Friends,Madeon,9,33,16,0
2019/11/30,This Is Real,Jax Jones & Ella Henderson,1,34,34,0
2019/11/30,Sad Day,FKA twigs,2,35,16,16
2019/11/30,Be Fine,Madeon,2,36,30,0
2019/11/30,Holy Terrain,FKA Twigs Featuring Future,6,37,18,22
2019/11/30,Miracle,Madeon,1,38,38,0
2019/11/30,Higher,Ally Brooke X Matoma,3,39,34,41
2019/11/30,Satrn,deadmau5,1,40,40,0
2019/11/30,Came For The Low,ZHU & partywithray,4,41,31,44
2019/11/30,Dream Dream Dream,Madeon,2,42,37,0
2019/11/30,Ghost,Au/Ra x Alan Walker,4,43,33,38
2019/11/30,Harder,Jax Jones & Bebe Rexha,19,44,28,45
2019/11/30,San Frandisco,Dom Dolla,2,45,45,0
2019/11/30,Play,"K-391, Alan Walker & Martin Tungevaag Featuring Mangoo",12,46,32,40
2019/11/30,Wanted,NOTD x Daya,3,47,46,0
2019/11/30,Midnight Hour,"Skrillex, Boys Noize & Ty Dolla $ign",12,48,17,46
2019/11/30,Thing For You,David Guetta & Martin Solveig,11,49,19,0
2019/11/30,There For You,Gorgon City + MK,10,50,14,43
2019/11/23,Happier,Marshmello & Bastille,65,1,1,1
2019/11/23,Higher Love,Kygo X Whitney Houston,20,2,2,2
2019/11/23,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,5,3,3,6
2019/11/23,Ride It.,DJ Regard,16,4,4,4
2019/11/23,Good Things Fall Apart,Illenium & Jon Bellion,27,5,3,3
2019/11/23,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,17,6,3,5
2019/11/23,Que Calor,Major Lazer & J Balvin Featuring El Alfa,10,7,7,7
2019/11/23,Post Malone,Sam Feldt Featuring RANI,25,8,4,9
2019/11/23,Griztronics,GRiZ & Subtronics,5,9,9,13
2019/11/23,Call You Mine,The Chainsmokers & Bebe Rexha,24,10,2,12
2019/11/23,Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,22,11,9,11
2019/11/23,Lose Control,Meduza x Becky Hill x GOODBOYS,5,12,11,14
2019/11/23,Used To Love,Martin Garrix & Dean Lewis,2,13,10,10
2019/11/23,Faith,Galantis & Dolly Parton Featuring Mr. Probz,3,14,14,16
2019/11/23,I Feel Love,Sam Smith,2,15,8,8
2019/11/23,Sad Day,FKA twigs,1,16,16,0
2019/11/23,OMG,Gryffin And Carly Rae Jepsen,15,17,16,18
2019/11/23,I'm Not Alright,Loud Luxury And Bryce Vine,18,18,13,15
2019/11/23,All You Need To Know,Gryffin And SLANDER Featuring Calle Lehmann,26,19,12,17
2019/11/23,God Is A Dancer,Tiesto & Mabel,8,20,19,19
2019/11/23,Pump It Up,Endor,5,21,21,21
2019/11/23,Holy Terrain,FKA Twigs Featuring Future,5,22,18,0
2019/11/23,Baila Conmigo,Jennifer Lopez,5,23,16,23
2019/11/23,In Your Arms,Illenium &  X Ambassadors,13,24,16,24
2019/11/23,Turn Me On,Riton X Oliver Heldens Featuring Vula,4,25,25,28
2019/11/23,Need Your Love,"Gryffin, Seven Lions & Noah Kahan",3,26,12,20
2019/11/23,The Power,Duke Dumont & Zak Abel,9,27,17,22
2019/11/23,Body Back,Gryffin Featuring Maia Wright,4,28,14,26
2019/11/23,Rushing Back,Flume Featuring Vera Blue,7,29,12,25
2019/11/23,Roots,Valerie Broussard & Galantis,4,30,30,30
2019/11/23,Thousand Eyes,FKA twigs,1,31,31,0
2019/11/23,Mary Magdalene,FKA twigs,1,32,32,0
2019/11/23,Free,Louis The Child With Drew Love,1,33,33,0
2019/11/23,Trouble,VASSY,3,34,31,31
2019/11/23,Purple Hat,Sofi Tukker,4,35,32,32
2019/11/23,Fallen Alien,FKA twigs,1,36,36,0
2019/11/23,Mirrored Heart,FKA twigs,1,37,37,0
2019/11/23,Ghost,Au/Ra x Alan Walker,3,38,33,0
2019/11/23,No Letting Go,"Dirty Werk, DJ Bam Bam X Steve Smooth",9,39,22,35
2019/11/23,Play,"K-391, Alan Walker & Martin Tungevaag Featuring Mangoo",11,40,32,45
2019/11/23,Higher,Ally Brooke X Matoma,2,41,34,34
2019/11/23,Don't Fall For It,Grapefruit Sound Lab And Amuka,3,42,41,41
2019/11/23,There For You,Gorgon City + MK,9,43,14,27
2019/11/23,Came For The Low,ZHU & partywithray,3,44,31,37
2019/11/23,Harder,Jax Jones & Bebe Rexha,18,45,28,43
2019/11/23,Midnight Hour,"Skrillex, Boys Noize & Ty Dolla $ign",11,46,17,40
2019/11/23,Something About You,Elderbrook x Rudimental,7,47,35,36
2019/11/23,Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros & Natti Natasha",19,48,23,42
2019/11/23,Salvation,House Gospel Choir & Adelphi Music Factory,6,49,27,33
2019/11/23,United In Dance,Crystal Waters & R-Naldo,9,50,21,38
2019/11/16,Happier,Marshmello & Bastille,64,1,1,1
2019/11/16,Higher Love,Kygo X Whitney Houston,19,2,2,2
2019/11/16,Good Things Fall Apart,Illenium & Jon Bellion,26,3,3,3
2019/11/16,Ride It.,DJ Regard,15,4,4,4
2019/11/16,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,16,5,3,5
2019/11/16,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,4,6,6,6
2019/11/16,Que Calor,Major Lazer & J Balvin Featuring El Alfa,9,7,7,7
2019/11/16,I Feel Love,Sam Smith,1,8,8,0
2019/11/16,Post Malone,Sam Feldt Featuring RANI,24,9,4,8
2019/11/16,Used To Love,Martin Garrix & Dean Lewis,1,10,10,0
2019/11/16,Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,21,11,9,9
2019/11/16,Call You Mine,The Chainsmokers & Bebe Rexha,23,12,2,10
2019/11/16,Griztronics,GRiZ & Subtronics,4,13,13,13
2019/11/16,Lose Control,Meduza x Becky Hill x GOODBOYS,4,14,11,11
2019/11/16,I'm Not Alright,Loud Luxury And Bryce Vine,17,15,13,16
2019/11/16,Faith,Galantis & Dolly Parton Featuring Mr. Probz,2,16,14,14
2019/11/16,All You Need To Know,Gryffin And SLANDER Featuring Calle Lehmann,25,17,12,15
2019/11/16,OMG,Gryffin And Carly Rae Jepsen,14,18,16,17
2019/11/16,God Is A Dancer,Tiesto & Mabel,7,19,19,20
2019/11/16,Need Your Love,"Gryffin, Seven Lions & Noah Kahan",2,20,12,12
2019/11/16,Pump It Up,Endor,4,21,21,25
2019/11/16,The Power,Duke Dumont & Zak Abel,8,22,17,18
2019/11/16,Baila Conmigo,Jennifer Lopez,4,23,16,24
2019/11/16,In Your Arms,Illenium &  X Ambassadors,12,24,16,22
2019/11/16,Rushing Back,Flume Featuring Vera Blue,6,25,12,19
2019/11/16,Body Back,Gryffin Featuring Maia Wright,3,26,14,21
2019/11/16,There For You,Gorgon City + MK,8,27,14,23
2019/11/16,Turn Me On,Riton X Oliver Heldens Featuring Vula,3,28,28,45
2019/11/16,We Got Love,Sigala & Ella Henderson,1,29,29,0
2019/11/16,Roots,Valerie Broussard & Galantis,3,30,30,33
2019/11/16,Trouble,VASSY,2,31,31,42
2019/11/16,Purple Hat,Sofi Tukker,3,32,32,36
2019/11/16,Salvation,House Gospel Choir & Adelphi Music Factory,5,33,27,27
2019/11/16,Higher,Ally Brooke X Matoma,1,34,34,0
2019/11/16,No Letting Go,"Dirty Werk, DJ Bam Bam X Steve Smooth",8,35,22,32
2019/11/16,Something About You,Elderbrook x Rudimental,6,36,35,35
2019/11/16,Came For The Low,ZHU & partywithray,2,37,31,31
2019/11/16,United In Dance,Crystal Waters & R-Naldo,8,38,21,34
2019/11/16,All About Us,Allegra,5,39,28,28
2019/11/16,Midnight Hour,"Skrillex, Boys Noize & Ty Dolla $ign",10,40,17,29
2019/11/16,Don't Fall For It,Grapefruit Sound Lab And Amuka,2,41,41,43
2019/11/16,Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros & Natti Natasha",18,42,23,37
2019/11/16,Harder,Jax Jones & Bebe Rexha,17,43,28,41
2019/11/16,Break Up (Bye Bye),The Cast Of RuPaul's Drag Race UK,1,44,44,0
2019/11/16,Play,"K-391, Alan Walker & Martin Tungevaag Featuring Mangoo",10,45,32,38
2019/11/16,San Frandisco,Dom Dolla,1,46,46,0
2019/11/16,Sweet Revenge,Kalendr x Laura Bryna,5,47,30,30
2019/11/16,Wish You Well,Sigala & Becky Hill,20,48,32,48
2019/11/16,First Time,Seven Lions + SLANDER + Dabin Featuring Dylan Matthew,7,49,41,50
2019/11/16,Thing For You,David Guetta & Martin Solveig,10,50,19,0
2019/11/9,Happier,Marshmello & Bastille,63,1,1,1
2019/11/9,Higher Love,Kygo X Whitney Houston,18,2,2,2
2019/11/9,Good Things Fall Apart,Illenium & Jon Bellion,25,3,3,3
2019/11/9,Ride It.,DJ Regard,14,4,4,5
2019/11/9,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,15,5,3,4
2019/11/9,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,3,6,6,9
2019/11/9,Que Calor,Major Lazer & J Balvin Featuring El Alfa,8,7,7,8
2019/11/9,Post Malone,Sam Feldt Featuring RANI,23,8,4,6
2019/11/9,Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,20,9,9,11
2019/11/9,Call You Mine,The Chainsmokers & Bebe Rexha,22,10,2,10
2019/11/9,Lose Control,Meduza x Becky Hill x GOODBOYS,3,11,11,13
2019/11/9,Need Your Love,"Gryffin, Seven Lions & Noah Kahan",1,12,12,0
2019/11/9,Griztronics,GRiZ & Subtronics,3,13,13,38
2019/11/9,Faith,Galantis & Dolly Parton Featuring Mr. Probz,1,14,14,0
2019/11/9,All You Need To Know,Gryffin And SLANDER Featuring Calle Lehmann,24,15,12,16
2019/11/9,I'm Not Alright,Loud Luxury And Bryce Vine,16,16,13,15
2019/11/9,OMG,Gryffin And Carly Rae Jepsen,13,17,16,18
2019/11/9,The Power,Duke Dumont & Zak Abel,7,18,17,17
2019/11/9,Rushing Back,Flume Featuring Vera Blue,5,19,12,20
2019/11/9,God Is A Dancer,Tiesto & Mabel,6,20,20,25
2019/11/9,Body Back,Gryffin Featuring Maia Wright,2,21,14,14
2019/11/9,In Your Arms,Illenium &  X Ambassadors,11,22,16,21
2019/11/9,There For You,Gorgon City + MK,7,23,14,23
2019/11/9,Baila Conmigo,Jennifer Lopez,3,24,16,27
2019/11/9,Pump It Up,Endor,3,25,25,36
2019/11/9,Rescue Me,Marshmello Featuring A Day To Remember,20,26,5,28
2019/11/9,Salvation,House Gospel Choir & Adelphi Music Factory,4,27,27,35
2019/11/9,All About Us,Allegra,4,28,28,37
2019/11/9,Midnight Hour,"Skrillex, Boys Noize & Ty Dolla $ign",9,29,17,44
2019/11/9,Sweet Revenge,Kalendr x Laura Bryna,4,30,30,43
2019/11/9,Came For The Low,ZHU & partywithray,1,31,31,0
2019/11/9,No Letting Go,"Dirty Werk, DJ Bam Bam X Steve Smooth",7,32,22,22
2019/11/9,Roots,Valerie Broussard & Galantis,2,33,33,49
2019/11/9,United In Dance,Crystal Waters & R-Naldo,7,34,21,24
2019/11/9,Something About You,Elderbrook x Rudimental,5,35,35,42
2019/11/9,Purple Hat,Sofi Tukker,2,36,36,45
2019/11/9,Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros & Natti Natasha",17,37,23,40
2019/11/9,Play,"K-391, Alan Walker & Martin Tungevaag Featuring Mangoo",9,38,32,32
2019/11/9,With You,Kaskade & Meghan Trainor,20,39,12,39
2019/11/9,Dreamland,Pet Shop Boys Featuring Years & Years,1,40,40,0
2019/11/9,Harder,Jax Jones & Bebe Rexha,16,41,28,41
2019/11/9,Trouble,VASSY,1,42,42,0
2019/11/9,Don't Fall For It,Grapefruit Sound Lab And Amuka,1,43,43,0
2019/11/9,Sorry,Joel Corry,1,44,44,0
2019/11/9,Turn Me On,Riton X Oliver Heldens Featuring Vula,2,45,45,48
2019/11/9,Baggage,"Gryffin, Gorgon City & AlunaGeorge",4,46,32,0
2019/11/9,Ghost,Au/Ra x Alan Walker,2,47,33,33
2019/11/9,Wish You Well,Sigala & Becky Hill,19,48,32,46
2019/11/9,Runaway,Armin van Buuren Featuring Candace Sosa,1,49,49,0
2019/11/9,First Time,Seven Lions + SLANDER + Dabin Featuring Dylan Matthew,6,50,41,50
2019/11/2,Happier,Marshmello & Bastille,62,1,1,1
2019/11/2,Higher Love,Kygo X Whitney Houston,17,2,2,2
2019/11/2,Good Things Fall Apart,Illenium & Jon Bellion,24,3,3,3
2019/11/2,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,14,4,3,4
2019/11/2,Ride It.,DJ Regard,13,5,5,6
2019/11/2,Post Malone,Sam Feldt Featuring RANI,22,6,4,5
2019/11/2,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,52,7,2,7
2019/11/2,Que Calor,Major Lazer & J Balvin Featuring El Alfa,7,8,8,8
2019/11/2,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,2,9,9,11
2019/11/2,Call You Mine,The Chainsmokers & Bebe Rexha,21,10,2,9
2019/11/2,Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,19,11,10,10
2019/11/2,WTF,HUGEL Featuring Amber Van Day,26,12,12,12
2019/11/2,Lose Control,Meduza x Becky Hill x GOODBOYS,2,13,13,33
2019/11/2,Body Back,Gryffin Featuring Maia Wright,1,14,14,0
2019/11/2,I'm Not Alright,Loud Luxury And Bryce Vine,15,15,13,13
2019/11/2,All You Need To Know,Gryffin And SLANDER Featuring Calle Lehmann,23,16,12,15
2019/11/2,The Power,Duke Dumont & Zak Abel,6,17,17,18
2019/11/2,OMG,Gryffin And Carly Rae Jepsen,12,18,16,21
2019/11/2,Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,26,19,4,17
2019/11/2,Rushing Back,Flume Featuring Vera Blue,4,20,12,19
2019/11/2,In Your Arms,Illenium &  X Ambassadors,10,21,16,20
2019/11/2,No Letting Go,"Dirty Werk, DJ Bam Bam X Steve Smooth",6,22,22,23
2019/11/2,There For You,Gorgon City + MK,6,23,14,14
2019/11/2,United In Dance,Crystal Waters & R-Naldo,6,24,21,22
2019/11/2,God Is A Dancer,Tiesto & Mabel,5,25,20,28
2019/11/2,Heaven,Avicii,20,26,4,24
2019/11/2,Baila Conmigo,Jennifer Lopez,2,27,16,16
2019/11/2,Rescue Me,Marshmello Featuring A Day To Remember,19,28,5,25
2019/11/2,All Around The World (La La La),R3HAB & A Touch Of Class,20,29,20,27
2019/11/2,Be Fine,Madeon,1,30,30,0
2019/11/2,Fuego,"DJ Snake, Sean Paul & Anitta Featuring Tainy",5,31,31,32
2019/11/2,Play,"K-391, Alan Walker & Martin Tungevaag Featuring Mangoo",8,32,32,40
2019/11/2,Ghost,Au/Ra x Alan Walker,1,33,33,0
2019/11/2,Joys,Roberto Surace,9,34,17,30
2019/11/2,Salvation,House Gospel Choir & Adelphi Music Factory,3,35,35,36
2019/11/2,Pump It Up,Endor,2,36,36,42
2019/11/2,All About Us,Allegra,3,37,37,38
2019/11/2,Griztronics,GRiZ & Subtronics,2,38,38,46
2019/11/2,With You,Kaskade & Meghan Trainor,19,39,12,29
2019/11/2,Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros & Natti Natasha",16,40,23,39
2019/11/2,Harder,Jax Jones & Bebe Rexha,15,41,28,34
2019/11/2,Something About You,Elderbrook x Rudimental,4,42,35,35
2019/11/2,Sweet Revenge,Kalendr x Laura Bryna,3,43,43,44
2019/11/2,Midnight Hour,"Skrillex, Boys Noize & Ty Dolla $ign",8,44,17,37
2019/11/2,Purple Hat,Sofi Tukker,1,45,45,0
2019/11/2,Wish You Well,Sigala & Becky Hill,18,46,32,45
2019/11/2,Thing For You,David Guetta & Martin Solveig,9,47,19,43
2019/11/2,Turn Me On,Riton X Oliver Heldens Featuring Vula,1,48,48,0
2019/11/2,Roots,Valerie Broussard & Galantis,1,49,49,0
2019/11/2,First Time,Seven Lions + SLANDER + Dabin Featuring Dylan Matthew,5,50,41,47
2019/10/26,Happier,Marshmello & Bastille,61,1,1,1
2019/10/26,Higher Love,Kygo X Whitney Houston,16,2,2,2
2019/10/26,Good Things Fall Apart,Illenium & Jon Bellion,23,3,3,3
2019/10/26,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,13,4,3,4
2019/10/26,Post Malone,Sam Feldt Featuring RANI,21,5,4,6
2019/10/26,Ride It.,DJ Regard,12,6,6,8
2019/10/26,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,51,7,2,7
2019/10/26,Que Calor,Major Lazer & J Balvin Featuring El Alfa,6,8,8,9
2019/10/26,Call You Mine,The Chainsmokers & Bebe Rexha,20,9,2,10
2019/10/26,Baila Conmigo,Dayvi & Victor Cardenas Featuring Kelly Ruiz,18,10,10,11
2019/10/26,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,1,11,11,0
2019/10/26,WTF,HUGEL Featuring Amber Van Day,25,12,12,12
2019/10/26,I'm Not Alright,Loud Luxury And Bryce Vine,14,13,13,13
2019/10/26,There For You,Gorgon City + MK,5,14,14,16
2019/10/26,All You Need To Know,Gryffin And SLANDER Featuring Calle Lehmann,22,15,12,18
2019/10/26,Baila Conmigo,Jennifer Lopez,1,16,16,0
2019/10/26,Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,25,17,4,14
2019/10/26,The Power,Duke Dumont & Zak Abel,5,18,18,19
2019/10/26,Rushing Back,Flume Featuring Vera Blue,3,19,12,15
2019/10/26,In Your Arms,Illenium &  X Ambassadors,9,20,16,17
2019/10/26,OMG,Gryffin And Carly Rae Jepsen,11,21,16,23
2019/10/26,United In Dance,Crystal Waters & R-Naldo,5,22,21,21
2019/10/26,No Letting Go,"Dirty Werk, DJ Bam Bam X Steve Smooth",5,23,23,28
2019/10/26,Heaven,Avicii,19,24,4,20
2019/10/26,Rescue Me,Marshmello Featuring A Day To Remember,18,25,5,29
2019/10/26,Ritual,"Tiesto, Jonas Blue & Rita Ora",20,26,13,25
