date,title,artist,weeks,current,peak,previous,,
2015/2/21,Guilty Love,2PM,2,10,1,1,,
2015/2/14,Guilty Love,2PM,1,1,0,0,,
2015/2/14,Yume No Ukiyo Ni Saitemina,Momoiro Clover Z vs KISS,2,2,2,59,,
2015/2/14,Heroine,back number,7,3,2,2,,
2015/2/14,Dragon Night,SEKAI NO OWARI,17,4,2,6,,
2015/2/14,Sing It Loud,GENERATIONS from EXILE TRIBE,1,5,0,0,,
2015/2/14,fighting-f-girls,miwa,1,6,0,0,,
2015/2/14,Attakaindakara,Kumamushi,2,7,7,33,,
2015/2/14,"Eeny,Meeny,Miny,Moe!",Sandaime J Soul Brothers from EXILE TRIBE,1,8,0,0,,
2015/2/14,Clear,Kazuya Yoshii,3,9,9,62,,
2015/2/14,Uchoten,B'z,7,10,1,5,,
2015/2/7,Dead or Alive,Kat-Tun,1,1,0,0,,
2015/2/7,Heroine,back number,6,2,2,14,,
2015/2/7,Wake Me Tonight,JYJ,1,3,0,0,,
2015/2/7,Shiroi Kiseki,B1a4,1,4,0,0,,
2015/2/7,Uchoten,B'z,6,5,1,1,,
2015/2/7,Dragon Night,SEKAI NO OWARI,16,6,2,3,,
2015/2/7,Very Good,Block B,1,7,0,0,,
2015/2/7,Stay With Me,Sam Smith,8,8,8,11,,
2015/2/7,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,34,9,1,10,,
2015/2/7,Hitomi,Sakurako Ohara,4,10,3,6,,
2015/1/31,Uchoten,B'z,5,1,1,30,,
2015/1/31,Eden,Nana Mizuki,1,2,0,0,,
2015/1/31,Dragon Night,SEKAI NO OWARI,15,3,2,2,,
2015/1/31,Who What Who What,Ling Tosite Sigure,1,4,0,0,,
2015/1/31,Flowerwall,Kenshi Yonezu,2,5,5,48,,
2015/1/31,Hitomi,Sakurako Ohara,3,6,3,3,,
2015/1/31,Kaguya,NEWS,2,7,1,1,,
2015/1/31,Wrapped Up,Olly Murs Featuring Travie McCoy,6,8,8,14,,
2015/1/31,Flying Fafnir,TRUSTRICK,2,9,9,36,,
2015/1/31,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,33,10,1,4,,
2015/1/24,Kaguya,NEWS,1,1,0,0,,
2015/1/24,Dragon Night,SEKAI NO OWARI,14,2,2,8,,
2015/1/24,Hitomi,Sakurako Ohara,2,3,3,93,,
2015/1/24,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,32,4,1,9,,
2015/1/24,Darling,Kana Nishino,23,5,2,14,,
2015/1/24,Border,ClariS,1,6,0,0,,
2015/1/24,Let Me Hear,"Fear,and Loathing in Las Vegas",1,7,0,0,,
2015/1/24,Mo Ichido Dake,Da-iCE,1,8,0,0,,
2015/1/24,O.R.I.O.N.,Sandaime J Soul Brothers from EXILE TRIBE,9,9,1,3,,
2015/1/24,Nijiiro,Ayaka,35,10,5,37,,
2015/1/17,Thank You Jan!,Kis-My-Ft2,1,1,0,0,,
2015/1/17,Fuyu Ga Kureta Yokan,"BiBi-Eri Ayase (Yoshino Nanjyo),Maki Nishikino (Pile),Niko Yazawa (Sora Tokui)",1,2,0,0,,
2015/1/17,O.R.I.O.N.,Sandaime J Soul Brothers from EXILE TRIBE,8,3,1,1,,
2015/1/17,Yasashiku Suru Yori Kiss Wo Shite,Miyuki Watanabe,1,4,0,0,,
2015/1/17,Happiness,Che'Nelle,10,5,2,2,,
2015/1/17,Himawari No Yakusoku,Motohiro Hata,23,6,2,18,,
2015/1/17,Dilemma,INFINITE,1,7,0,0,,
2015/1/17,Dragon Night,SEKAI NO OWARI,13,8,2,6,,
2015/1/17,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,31,9,1,3,,
2015/1/17,Christmas Eve,Tatsuro Yamashita,21,10,4,40,,
2015/1/10,O.R.I.O.N.,Sandaime J Soul Brothers from EXILE TRIBE,7,1,1,1,,
2015/1/10,Happiness,Che'Nelle,9,2,2,2,,
2015/1/10,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,30,3,1,3,,
2015/1/10,Silly,Reo Ieiri,9,4,3,4,,
2015/1/10,Utsukushiki Kodoku Tachi,predia,2,5,5,5,,
2015/1/10,Dragon Night,SEKAI NO OWARI,12,6,2,6,,
2015/1/10,Mr.Snowman,E-Girls,7,7,3,7,,
2015/1/10,Darling,Kana Nishino,21,8,2,8,,
2015/1/10,Shirushi,LiSA,3,9,3,9,,
2015/1/10,Juunigatsu No Kangaroo,SKE48,4,10,2,10,,
2015/1/3,O.R.I.O.N.,Sandaime J Soul Brothers from EXILE TRIBE,6,1,1,1,,
2015/1/3,Happiness,Che'Nelle,8,2,2,4,,
2015/1/3,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,29,3,1,17,,
2015/1/3,Silly,Reo Ieiri,8,4,3,9,,
2015/1/3,Utsukushiki Kodoku Tachi,predia,1,5,0,0,,
2015/1/3,Dragon Night,SEKAI NO OWARI,11,6,2,6,,
2015/1/3,Mr.Snowman,E-Girls,6,7,3,8,,
2015/1/3,Darling,Kana Nishino,20,8,2,19,,
2015/1/3,Shirushi,LiSA,2,9,3,3,,
2015/1/3,Juunigatsu No Kangaroo,SKE48,3,10,2,2,,
2014/12/27,O.R.I.O.N.,Sandaime J Soul Brothers from EXILE TRIBE,5,1,1,39,,
2014/12/27,Juunigatsu No Kangaroo,SKE48,2,2,2,48,,
2014/12/27,Shirushi,LiSA,1,3,0,0,,
2014/12/27,Happiness,Che'Nelle,7,4,4,4,,
2014/12/27,Gamushara Kosinkyoku,Kanjani 8,2,5,1,1,,
2014/12/27,Dragon Night,SEKAI NO OWARI,10,6,2,5,,
2014/12/27,Kibo Teki Refrain,AKB48,6,7,1,2,,
2014/12/27,Mr.Snowman,E-Girls,5,8,3,6,,
2014/12/27,Silly,Reo Ieiri,7,9,3,9,,
2014/12/27,Soredemo Shitai,Ken Hirai,2,10,10,42,,
2014/12/20,Gamushara Kosinkyoku,Kanjani 8,1,1,0,0,,
2014/12/20,Kibo Teki Refrain,AKB48,5,2,1,1,,
2014/12/20,Courage,Haruka Tomatsu,1,3,0,0,,
2014/12/20,Happiness,Che'Nelle,6,4,4,5,,
2014/12/20,Dragon Night,SEKAI NO OWARI,9,5,2,13,,
2014/12/20,Mr.Snowman,E-Girls,4,6,3,3,,
2014/12/20,Hoshi No Utsuwa,Sukima Switch,2,7,7,91,,
2014/12/20,Fighter,BUMP OF CHICKEN,2,8,4,4,,
2014/12/20,Silly,Reo Ieiri,6,9,3,7,,
2014/12/20,Koi Yuki,Silent Siren,1,10,0,0,,
2014/12/13,Kibo Teki Refrain,AKB48,4,1,1,23,,
2014/12/13,Time Works Wonders,Tohoshinki,4,2,1,2,,
2014/12/13,Mr.Snowman,E-Girls,3,3,3,69,,
2014/12/13,Fighter,BUMP OF CHICKEN,1,4,0,0,,
2014/12/13,Happiness,Che'Nelle,5,5,5,6,,
2014/12/13,Aki No Anata No Sora Toku,"Lily White~Umi Sonoda (Suzuko Mimori),Rin Hoshizora (Riho Iida),Mozomi Tojyo (Aina Kusuda)",1,6,0,0,,
2014/12/13,Silly,Reo Ieiri,5,7,3,3,,
2014/12/13,Parade,BUMP OF CHICKEN,3,8,8,51,,
2014/12/13,Silhouette,KANA-BOON,3,9,9,92,,
2014/12/13,Dream Trigger,Tokyo Performance Doll,1,10,0,0,,
2014/12/6,Ashioto~Be Strong,Mr. Children,4,1,1,32,,
2014/12/6,Time Works Wonders,Tohoshinki,3,2,1,2,,
2014/12/6,Silly,Reo Ieiri,4,3,3,27,,
2014/12/6,Kimi Ni HITOMEBORE,Sexy Zone,1,4,0,0,,
2014/12/6,Hikaru Nara,Goose House,1,5,0,0,,
2014/12/6,Happiness,Che'Nelle,4,6,6,13,,
2014/12/6,Brighter Day,Namie Amuro,4,7,3,3,,
2014/12/6,Fallen,EGOIST,1,8,0,0,,
2014/12/6,Danger,Bodan Shonen Dan,1,9,0,0,,
2014/12/6,believe,Kalafina,1,10,0,0,,
2014/11/29,Kagi No Nai Hako,KinKi Kids,1,1,0,0,,
2014/11/29,Time Works Wonders,Tohoshinki,2,2,1,1,,
2014/11/29,Brighter Day,Namie Amuro,3,3,3,36,,
2014/11/29,Akikaza No Answer,Flower,2,4,4,58,,
2014/11/29,Atashi No Muko,Aiko,5,5,5,34,,
2014/11/29,Eien Friends,Printemps (Honoka Kosaka·Kotori Minami·Hanayo Koizumi),1,6,0,0,,
2014/11/29,Star Gear,Cho Tokkyu,1,7,0,0,,
2014/11/29,Golden Girl,Ikimono-gakari,3,8,8,79,,
2014/11/29,Shake It Off,Taylor Swift,13,9,4,4,,
2014/11/29,Kibo No Wa,miwa,1,10,0,0,,
2014/11/22,Time Works Wonders,Tohoshinki,1,1,0,0,,
2014/11/22,Rashikunai,NMB48,1,2,0,0,,
2014/11/22,Dragon Night,SEKAI NO OWARI,5,3,2,2,,
2014/11/22,Shake It Off,Taylor Swift,12,4,4,5,,
2014/11/22,Enigmatic Feeling,Ling Tosite Sigure,1,5,0,0,,
2014/11/22,One Woman Show (Amai Maboroshi),Pornograffitti,1,6,0,0,,
2014/11/22,Suki,Kana Nishino,4,7,4,8,,
2014/11/22,Himawari No Yakusoku,Motohiro Hata,15,8,2,7,,
2014/11/22,Happiness,Che'Nelle,2,9,9,12,,
2014/11/22,Around The World,GOT7,4,10,4,29,,
2014/11/15,Matsuribayashi De Gera Gera Po,King Cream Soda,1,1,0,0,,
2014/11/15,Dragon Night,SEKAI NO OWARI,4,2,2,2,,
2014/11/15,Dan Dan Do ubi Zuba,Dream 5 + Bree Taihyo,1,3,0,0,,
2014/11/15,Sayonara Ha Emotion,Sakanaction,1,4,0,0,,
2014/11/15,Shake It Off,Taylor Swift,11,5,5,13,,
2014/11/15,Precious Love,EXILE ATSUSHI,3,6,6,0,,
2014/11/15,Himawari No Yakusoku,Motohiro Hata,14,7,2,17,,
2014/11/15,Suki,Kana Nishino,3,8,4,7,,
2014/11/15,Mugi No Uta,Miyuki Nakajima,1,9,0,0,,
2014/11/15,C.O.S.M.O.S.,Sandaime J Soul Brothers from EXILE TRIBE,5,10,2,5,,
2014/11/8,Sky's The Limit,V6,1,1,0,0,,
2014/11/8,Dragon Night,SEKAI NO OWARI,3,2,2,3,,
2014/11/8,Incubus,Acid Black Cherry,1,3,0,0,,
2014/11/8,Around The World,GOT7,2,4,4,20,,
2014/11/8,C.O.S.M.O.S.,Sandaime J Soul Brothers from EXILE TRIBE,4,5,2,2,,
2014/11/8,NoNoNo,Apink,1,6,0,0,,
2014/11/8,Suki,Kana Nishino,2,7,4,4,,
2014/11/8,Itta Janai Ka,Kanjani 8,2,8,1,1,,
2014/11/8,The One,EXILE SHOKICHI,1,9,0,0,,
2014/11/8,Today Is A New Day,Kaera Kimura,5,10,10,41,,
2014/11/1,Itta Janai Ka,Kanjani 8,1,1,0,0,,
2014/11/1,C.O.S.M.O.S.,Sandaime J Soul Brothers from EXILE TRIBE,3,2,2,36,,
2014/11/1,Dragon Night,SEKAI NO OWARI,2,3,3,19,,
2014/11/1,Suki,Kana Nishino,1,4,0,0,,
2014/11/1,Kindan No Resistance,Nana Mizuki,2,5,5,97,,
2014/11/1,Netsujo No Spectrum,Ikimono-gakari,4,6,6,88,,
2014/11/1,Tiki Bun,Morning Musume.'14,1,7,0,0,,
2014/11/1,Nandome No Aozora Ka?,Nogizaka46,4,8,1,1,,
2014/11/1,Hyakka Ryoran,GLAY,3,9,9,0,,
2014/11/1,Darling,Kana Nishino,11,10,2,4,,
2014/10/25,Nandome No Aozora Ka?,Nogizaka46,3,1,1,15,,
2014/10/25,Zipangu Okini Daisakusen,Johnny's WEST,2,2,2,70,,
2014/10/25,Kokoro No Placard,AKB48,12,3,1,2,,
2014/10/25,Darling,Kana Nishino,10,4,2,6,,
2014/10/25,Vampire's Love,The Vamps,1,5,0,0,,
2014/10/25,I Miss You,SPICY CHOCOLATE Feat. Shota Shimizu,1,6,0,0,,
2014/10/25,Himawari No Yakusoku,Motohiro Hata,11,7,2,7,,
2014/10/25,Last Scene,JUJU,5,8,5,9,,
2014/10/25,Ai Ga Sakenderu,Nanami,3,9,9,26,,
2014/10/25,Your Step,Tomohisa Yamashita,1,10,0,0,,
2014/10/18,Otoko Never Give Up,Sexy Zone,1,1,0,0,,
2014/10/18,Kokoro No Placard,AKB48,11,2,1,2,,
2014/10/18,Yodaka No Hoshi,Sound Horizon,1,3,0,0,,
2014/10/18,Shangri-La Shower,M`S,1,4,0,0,,
2014/10/18,Omoidasenai Hana,French Kiss,1,5,0,0,,
2014/10/18,Darling,Kana Nishino,9,6,2,7,,
2014/10/18,Himawari No Yakusoku,Motohiro Hata,10,7,2,11,,
2014/10/18,Rude,MAGIC!,14,8,4,4,,
2014/10/18,Last Scene,JUJU,4,9,5,5,,
2014/10/18,Usotsuki,WHITE JAM,5,10,6,6,,
2014/10/11,Hikaeme I Love You!,HKT48,1,1,0,0,,
2014/10/11,Kokoro No Placard,AKB48,10,2,1,2,,
2014/10/11,Be Hero,Fudanjuku,1,3,0,0,,
2014/10/11,Rude,MAGIC!,13,4,4,12,,
2014/10/11,Last Scene,JUJU,3,5,5,7,,
2014/10/11,Usotsuki,WHITE JAM,4,6,6,14,,
2014/10/11,Darling,Kana Nishino,8,7,2,9,,
2014/10/11,Tokyo Victory,Southern All Stars,6,8,1,6,,
2014/10/11,Highschool love,E-Girls,3,9,4,8,,
2014/10/11,Midaretemina,2PM,2,10,1,1,,
2014/10/4,Midaretemina,2PM,1,1,0,0,,
2014/10/4,Kokoro No Placard,AKB48,9,2,1,2,,
2014/10/4,Sayonara No Mae Ni,AAA,1,3,0,0,,
2014/10/4,Choito Kimagure Wataridori,Kiyoshi Hikawa,1,4,0,0,,
2014/10/4,Omoide Breaker,Lead,1,5,0,0,,
2014/10/4,Tokyo Victory,Southern All Stars,5,6,1,1,,
2014/10/4,Last Scene,JUJU,2,7,7,10,,
2014/10/4,Highschool love,E-Girls,2,8,4,4,,
2014/10/4,Darling,Kana Nishino,7,9,2,5,,
2014/10/4,Life,Naoto Inti Raymi,2,10,10,38,,
2014/9/27,Tokyo Victory,Southern All Stars,4,1,1,9,,
2014/9/27,Kokoro No Placard,AKB48,8,2,1,2,,
2014/9/27,Solo Day,B1a4,1,3,0,0,,
2014/9/27,Highschool love,E-Girls,1,4,0,0,,
2014/9/27,Darling,Kana Nishino,6,5,2,4,,
2014/9/27,Honto No Koi,May J.,2,6,6,45,,
2014/9/27,Himawari No Yakusoku,Motohiro Hata,7,7,2,5,,
2014/9/27,Weekender,Hey! Say! JUMP,2,8,1,1,,
2014/9/27,A/Z,SawanoHiroyuki[nZk],1,9,0,0,,
2014/9/27,Last Scene,JUJU,1,10,0,0,,
2014/9/20,Weekender,Hey! Say! JUMP,1,1,0,0,,
2014/9/20,Kokoro No Placard,AKB48,7,2,1,1,,
2014/9/20,Excuse Me,B.A.P,1,3,0,0,,
2014/9/20,Darling,Kana Nishino,5,4,2,4,,
2014/9/20,Himawari No Yakusoku,Motohiro Hata,6,5,2,3,,
2014/9/20,Oretachi No Celebration,Pornograffitti,1,6,0,0,,
2014/9/20,Always With You,GENERATIONS from EXILE TRIBE,2,7,7,50,,
2014/9/20,The Revolution,EXILE TRIBE,4,8,3,10,,
2014/9/20,Tokyo Victory,Southern All Stars,3,9,9,16,,
2014/9/20,Mr.S (Saitei De Saikou No Otoko),SMAP,3,10,10,31,,
2014/9/13,Kokoro No Placard,AKB48,6,1,1,13,,
2014/9/13,Namida No Ato Ga Kieru Koro,V6,1,2,0,0,,
2014/9/13,Himawari No Yakusoku,Motohiro Hata,5,3,2,4,,
2014/9/13,Darling,Kana Nishino,4,4,2,5,,
2014/9/13,Enamel,Sid,1,5,0,0,,
2014/9/13,Muteki Na Heart,Mai Kuraki,2,6,6,99,,
2014/9/13,Hana Ha Odoreya Irohaniho,Team Hanayamata,1,7,0,0,,
2014/9/13,Mariage,"Reiji Kotobuki(Shotaro Morikubo),Ranmaru Kurosaki(Tatsuhisa Suzuki),Ai Mikaze(Shota Aoi),C",1,8,0,0,,
2014/9/13,Mamma Mia,KARA,1,9,0,0,,
2014/9/13,The Revolution,EXILE TRIBE,3,10,3,3,,
2014/9/6,Ignite,Eir Aoi,1,1,0,0,,
2014/9/6,Lola No Kizudarake,Golden Bomber,1,2,0,0,,
2014/9/6,The Revolution,EXILE TRIBE,2,3,3,30,,
2014/9/6,Himawari No Yakusoku,Motohiro Hata,4,4,2,3,,
2014/9/6,Darling,Kana Nishino,3,5,2,2,,
2014/9/6,Another Future,Kis-My-Ft2,2,6,1,1,,
2014/9/6,GET AWAY,The Vamps,1,7,0,0,,
2014/9/6,Mighty Long Fall,ONE OK ROCK,6,8,2,4,,
2014/9/6,Startear,Runa Haruna,1,9,0,0,,
2014/9/6,Daredemo Lonely,YUKI,3,10,10,38,,
2014/8/30,Another Future,Kis-My-Ft2,1,1,0,0,,
2014/8/30,Darling,Kana Nishino,2,2,2,96,,
2014/8/30,Himawari No Yakusoku,Motohiro Hata,3,3,2,2,,
2014/8/30,Mighty Long Fall,ONE OK ROCK,5,4,2,5,,
2014/8/30,ER2,Eight Ranger,3,5,1,1,,
2014/8/30,Bang! Bang! Bang!,Silent Siren,2,6,6,48,,
2014/8/30,Shout,androp,2,7,7,70,,
2014/8/30,Everlasting,L'arc En Ciel,1,8,0,0,,
2014/8/30,Odoru Ponpokorin,E-Girls,1,9,0,0,,
2014/8/30,Puzzle,Shonan No Kaze,2,10,6,6,,
2014/8/23,ER2,Eight Ranger,2,1,1,43,,
2014/8/23,Himawari No Yakusoku,Motohiro Hata,2,2,2,91,,
2014/8/23,Future Fish,Style Five,1,3,0,0,,
2014/8/23,Ryokiteki Na Kiss Wo Watashi Ni Shite,Gesu No Kiwami Otome.,4,4,4,15,,
2014/8/23,Mighty Long Fall,ONE OK ROCK,4,5,2,2,,
2014/8/23,Puzzle,Shonan No Kaze,1,6,0,0,,
2014/8/23,High Five,Rina Katahira,5,7,7,13,,
2014/8/23,Good Time,Jin Akanishi,1,8,0,0,,
2014/8/23,Bukiyo Taiyo,SKE48,2,9,1,1,,
2014/8/23,Tsukiyabureru (Time to SMASH!),T.M.Revolution,1,10,0,0,,
2014/8/16,Bukiyo Taiyo,SKE48,1,1,0,0,,
2014/8/16,Mighty Long Fall,ONE OK ROCK,3,2,2,5,,
2014/8/16,MOON PRIDE,Momoiro Clover Z,1,3,0,0,,
2014/8/16,Dried Up Youthful Fame,OLDCODEX,1,4,0,0,,
2014/8/16,Junjo,Reo Ieiri,6,5,5,21,,
2014/8/16,You Were Here,BUMP OF CHICKEN,1,6,0,0,,
2014/8/16,New Horizon,EXILE,5,7,1,1,,
2014/8/16,Chururi Chururira,Dempagumi. Inc,3,8,8,56,,
2014/8/16,Thi Thi Thi Terette Tere Thi Thi Thi (Dare No Ketsu),Busaiku,2,9,4,4,,
2014/8/16,We're The Friends!,THE IDOLM@STER CINDERELLA GIRLS,1,10,0,0,,
2014/8/9,New Horizon,EXILE,4,1,1,98,,
2014/8/9,Shizuka Na Densetsu(Legend),Mariya Takeuchi,2,2,2,34,,
2014/8/9,Ah Yeah!!,Sukima Switch,4,3,3,63,,
2014/8/9,Thi Thi Thi Terette Tere Thi Thi Thi (Dare No Ketsu),Busaiku,1,4,0,0,,
2014/8/9,Mighty Long Fall,ONE OK ROCK,2,5,5,6,,
2014/8/9,Unravel,TK from Rin To Shite Shigure,1,6,0,0,,
2014/8/9,Magical Express Journey,Afilia Saga,1,7,0,0,,
2014/8/9,Ero,Creephyp,3,8,8,70,,
2014/8/9,Top Of The World,SMAP,4,9,1,1,,
2014/8/9,Cling Cling,Perfume,5,10,2,2,,
2014/8/2,Top Of The World,SMAP,3,1,1,8,,
2014/8/2,Cling Cling,Perfume,4,2,2,14,,
2014/8/2,Yoake No Ryuseigun,SCANDAL,4,3,3,63,,
2014/8/2,BOY IN LUV,Bodan Shonen Dan,1,4,0,0,,
2014/8/2,Love Song Ha Tomaranaiyo,Ikimono-gakari,5,5,3,3,,
2014/8/2,Mighty Long Fall,ONE OK ROCK,1,6,0,0,,
2014/8/2,Natsu No Free & Easy,Nogizaka46,3,7,1,1,,
2014/8/2,E.G.Anthem-WE ARE VENUS-,E-Girls,4,8,5,5,,
2014/8/2,Kimi Ni Deaeta Kara,miwa,4,9,2,6,,
2014/8/2,Saishu Densha (Missing You),Sonar Pocket,2,10,10,97,,
2014/7/26,Natsu No Free & Easy,Nogizaka46,2,1,1,44,,
2014/7/26,KiRa KiRa Sensation!,M`S,1,2,0,0,,
2014/7/26,Love Song Ha Tomaranaiyo,Ikimono-gakari,4,3,3,48,,
2014/7/26,Bleeze,GLAY,4,4,4,30,,
2014/7/26,E.G.Anthem-WE ARE VENUS-,E-Girls,3,5,5,47,,
2014/7/26,Kimi Ni Deaeta Kara,miwa,3,6,2,2,,
2014/7/26,Omoidama,Kanjani 8,3,7,1,1,,
2014/7/26,Top Of The World,SMAP,2,8,8,82,,
2014/7/26,Ole!Oh!,Kaera Kimura,5,9,9,35,,
2014/7/26,Kira Kira killer,Kyary Pamyu Pamyu,8,10,10,25,,
2014/7/19,Omoidama,Kanjani 8,2,1,1,89,,
2014/7/19,Kimi Ni Deaeta Kara,miwa,2,2,2,9,,
2014/7/19,Last Romeo,INFINITE,1,3,0,0,,
2014/7/19,Wake up!,AAA,1,4,0,0,,
2014/7/19,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,5,5,1,1,,
2014/7/19,Nijiiro,Ayaka,10,6,5,5,,
2014/7/19,Ganbattatte Iinjyanai,Sakurako Ohara,5,7,4,4,,
2014/7/19,Cling Cling,Perfume,2,8,8,49,,
2014/7/19,Let It Go (Ari No Mamade),Takako Matsu,16,9,2,16,,
2014/7/19,Ureshinamida,SPICY CHOCOLATE Feat. Che'Nelle & MACO,1,10,0,0,,
2014/7/12,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,4,1,1,49,,
2014/7/12,Lucky Star,SHINee,1,2,0,0,,
2014/7/12,Nippon,Ringo Sheena,4,3,2,2,,
2014/7/12,Ganbattatte Iinjyanai,Sakurako Ohara,4,4,4,21,,
2014/7/12,Nijiiro,Ayaka,9,5,5,9,,
2014/7/12,A.I,Ai Mikaze (Shota Aoi),1,6,0,0,,
2014/7/12,Saisho No Koi (Motetakute),DISH//,1,7,0,0,,
2014/7/12,Sweat,Tohoshinki,3,8,1,4,,
2014/7/12,Kimi Ni Deaeta Kara,miwa,1,9,0,0,,
2014/7/12,The World is ours!,Naoto Inti Raymi,4,10,6,6,,
2014/7/5,Nanokame No Ketsui,UVERworld,2,1,1,43,,
2014/7/5,Nippon,Ringo Sheena,3,2,2,3,,
2014/7/5,daze,Jin feat. MARiA from GARNiDELiA,1,3,0,0,,
2014/7/5,Sweat,Tohoshinki,2,4,1,1,,
2014/7/5,HOT SUN,Kim Hyun Joong,1,5,0,0,,
2014/7/5,The World is ours!,Naoto Inti Raymi,3,6,6,25,,
2014/7/5,Shori No Emi Wo Kimi To,UKASUKA-G,5,7,7,9,,
2014/7/5,ONE-for the win-,NEWS,3,8,2,2,,
2014/7/5,Nijiiro,Ayaka,8,9,9,27,,
2014/7/5,Lucky Girl,Silent Siren,1,10,0,0,,
2014/6/28,Sweat,Tohoshinki,1,1,0,0,,
2014/6/28,ONE-for the win-,NEWS,2,2,2,35,,
2014/6/28,Nippon,Ringo Sheena,2,3,3,11,,
2014/6/28,Dare Mo Shiranai,Arashi,5,4,2,2,,
2014/6/28,Love Wing Bell,"Rin Hoshizora(Riho Ida),Maki Nishikino(Pile),Hanayo Koizumi(Yurika Kubo)...",1,5,0,0,,
2014/6/28,Guts!,Arashi,9,6,1,4,,
2014/6/28,Crazy Crazy,Gen Hoshino,2,7,7,32,,
2014/6/28,Nettaigyo No Namida,Flower,2,8,8,62,,
2014/6/28,Shori No Emi Wo Kimi To,UKASUKA-G,4,9,9,16,,
2014/6/28,BRAND NEW STORY,Tokyo Performance Doll,1,10,0,0,,
2014/6/21,In Fact,Kat-Tun,1,1,0,0,,
2014/6/21,Dare Mo Shiranai,Arashi,4,2,2,8,,
2014/6/21,Labrador Retriever,AKB48,6,3,1,1,,
2014/6/21,Guts!,Arashi,8,4,1,3,,
2014/6/21,Hidamari No Michi,Kobukuro,2,5,5,0,,
2014/6/21,NO MORE DREAM,Bodan Shonen Dan,1,6,0,0,,
2014/6/21,Happy,Pharrell Williams,22,7,5,7,,
2014/6/21,Kenka Joto,Kishidan,3,8,8,13,,
2014/6/21,Butterfly Effect,Shiritsu Ebisu Chugaku,1,9,0,0,,
2014/6/21,BACK TO THE FUTURE,EXILE SHOKICHI feat.VERBAL (m-flo) & SWAY,1,10,0,0,,
2014/6/14,Labrador Retriever,AKB48,5,1,1,1,,
2014/6/14,We Don't Stop,Kana Nishino,3,2,2,2,,
2014/6/14,Guts!,Arashi,7,3,1,3,,
2014/6/14,Hanatareru,Mr. Children,2,4,4,4,,
2014/6/14,Full Drive,KANA-BOON,4,5,5,5,,
2014/6/14,Let It Go (Ari No Mamade),Takako Matsu,11,6,2,6,,
2014/6/14,Happy,Pharrell Williams,21,7,5,7,,
2014/6/14,Dare Mo Shiranai,Arashi,3,8,3,8,,
2014/6/14,This game,Konomi Suzuki,2,9,9,9,,
2014/6/14,black bullet,fripSide,3,10,10,10,,
2014/6/7,Labrador Retriever,AKB48,4,1,1,20,,
2014/6/7,We Don't Stop,Kana Nishino,2,2,2,83,,
2014/6/7,Guts!,Arashi,6,3,1,2,,
2014/6/7,Hanatareru,Mr. Children,1,4,0,0,,
2014/6/7,Full Drive,KANA-BOON,3,5,5,53,,
2014/6/7,Let It Go (Ari No Mamade),Takako Matsu,10,6,2,5,,
2014/6/7,Happy,Pharrell Williams,20,7,5,6,,
2014/6/7,Dare Mo Shiranai,Arashi,2,8,3,3,,
2014/6/7,This game,Konomi Suzuki,1,9,0,0,,
2014/6/7,black bullet,fripSide,2,10,10,11,,
2014/5/31,King & Queen & Joker,Sexy Zone,1,1,0,0,,
2014/5/31,Guts!,Arashi,5,2,1,1,,
2014/5/31,Dare Mo Shiranai,Arashi,1,3,0,0,,
2014/5/31,Kagayake,Funky Kato,3,4,4,24,,
2014/5/31,Let It Go (Ari No Mamade),Takako Matsu,9,5,2,5,,
2014/5/31,Happy,Pharrell Williams,19,6,5,8,,
2014/5/31,Live,Superfly,1,7,0,0,,
2014/5/31,Naite Mo Iindayo,Momoiro Clover Z,2,8,2,2,,
2014/5/31,Let It Go (Ari No Mama De),May J.,10,9,7,7,,
2014/5/31,Rising Hope,LiSA,2,10,3,3,,
2014/5/24,Guts!,Arashi,4,1,1,1,,
2014/5/24,Naite Mo Iindayo,Momoiro Clover Z,1,2,0,0,,
2014/5/24,Rising Hope,LiSA,1,3,0,0,,
2014/5/24,Donna Toki Mo Zutto,M`S,1,4,0,0,,
2014/5/24,Let It Go (Ari No Mamade),Takako Matsu,8,5,2,2,,
2014/5/24,Neguse,Creephyp,3,6,6,79,,
2014/5/24,Let It Go (Ari No Mama De),May J.,9,7,7,8,,
2014/5/24,Happy,Pharrell Williams,18,8,5,5,,
2014/5/24,Hono To Mori No Carnival,SEKAI NO OWARI,6,9,1,4,,
2014/5/24,"Haikei,Tsuratsusutora",Good Morning America,2,10,10,71,,
2014/5/17,Guts!,Arashi,3,1,1,15,,
2014/5/17,Let It Go (Ari No Mamade),Takako Matsu,7,2,2,4,,
2014/5/17,Imagination,SPYAIR,4,3,3,45,,
2014/5/17,Hono To Mori No Carnival,SEKAI NO OWARI,5,4,1,5,,
2014/5/17,Happy,Pharrell Williams,17,5,5,12,,
